dataset_model,offload_gb,concurrency,files,completed_requests,failed_requests,median_ttft_ms_n,median_ttft_ms_median,median_ttft_ms_p05,median_ttft_ms_p95,median_ttft_ms_min,median_ttft_ms_max,median_tpot_ms_n,median_tpot_ms_median,median_tpot_ms_p05,median_tpot_ms_p95,median_tpot_ms_min,median_tpot_ms_max,median_itl_ms_n,median_itl_ms_median,median_itl_ms_p05,median_itl_ms_p95,median_itl_ms_min,median_itl_ms_max,median_e2el_ms_n,median_e2el_ms_median,median_e2el_ms_p05,median_e2el_ms_p95,median_e2el_ms_min,median_e2el_ms_max,p95_ttft_ms_n,p95_ttft_ms_median,p95_ttft_ms_p05,p95_ttft_ms_p95,p95_ttft_ms_min,p95_ttft_ms_max,p95_tpot_ms_n,p95_tpot_ms_median,p95_tpot_ms_p05,p95_tpot_ms_p95,p95_tpot_ms_min,p95_tpot_ms_max,p95_itl_ms_n,p95_itl_ms_median,p95_itl_ms_p05,p95_itl_ms_p95,p95_itl_ms_min,p95_itl_ms_max,p95_e2el_ms_n,p95_e2el_ms_median,p95_e2el_ms_p05,p95_e2el_ms_p95,p95_e2el_ms_min,p95_e2el_ms_max,request_throughput_n,request_throughput_median,request_throughput_p05,request_throughput_p95,request_throughput_min,request_throughput_max,output_throughput_n,output_throughput_median,output_throughput_p05,output_throughput_p95,output_throughput_min,output_throughput_max,total_token_throughput_n,total_token_throughput_median,total_token_throughput_p05,total_token_throughput_p95,total_token_throughput_min,total_token_throughput_max,duration_s_n,duration_s_median,duration_s_p05,duration_s_p95,duration_s_min,duration_s_max,median_tpot_ms_median_ratio_vs_offload0,median_itl_ms_median_ratio_vs_offload0,median_ttft_ms_median_ratio_vs_offload0,median_e2el_ms_median_ratio_vs_offload0,output_throughput_median_ratio_vs_offload0,model
qwen,2,2,15,300,0,15,843.6923964909511,760.529745912936,844.2742845014436,569.5795340143377,844.3530939985067,15,276.9867759525946,276.9492226826736,277.13217454020776,276.93380131894963,277.1503041449544,15,276.8802105128998,276.84452619287185,276.9209325488191,276.83947849436663,276.9412979978369,15,18294.04034800245,9351.08233000792,36019.1635232477,9159.449122511433,36020.86824199068,15,846.3326870449237,845.3036388126202,847.0181750800111,845.0624483375577,847.0265687123174,15,277.0788335731523,277.01276959234474,277.2200150550869,277.01178033890955,277.2209013162102,15,278.0547999544069,277.8334704975714,279.18492155280546,277.7985335167614,279.3737080632127,15,18300.91971383954,9437.22936486418,36028.00166065703,9437.174691999098,36030.206742713926,15,0.1098458432742714,0.055567587203989,0.2156231051921667,0.0555652730872567,0.2182904229443044,15,7.030133969553369,6.802709910998481,7.124912768551763,6.802043138960857,7.125087388305549,15,35.15066984776685,21.337953486331788,62.09945429534403,21.33706486550659,62.86764180795968,15,182.07334391400215,92.760478951814,359.9220520668954,91.62106028400012,359.9370414070145,14.43149734975758,14.454781038025793,14.016318860909209,14.434544037670396,0.0695814510277145,qwen
qwen,2,4,15,300,0,15,792.6536330051022,729.5578688543173,795.435797504615,729.206219984917,795.4546659893822,15,277.5112602093648,277.02723333773145,277.6230906852848,276.74074690308305,277.6402726269139,15,277.5337989878608,277.44979834969854,277.58750554785365,277.3846420022892,277.5896079983795,15,18281.13824898901,9376.439114350069,36047.90457664931,9330.770903994562,36049.507825504406,15,794.6533041933435,782.926918129815,839.4553354712843,781.1379217979265,839.4912079544156,15,277.6487347921865,277.60558469449245,277.7196438234182,277.5696889311373,277.7353329500156,15,278.4895360629889,278.42999756525387,278.71011115581496,278.42385301482864,278.8050210016081,15,18288.58100575744,9381.056849227023,36052.08420792609,9337.091744948702,36053.95201076026,15,0.2194175786261474,0.1111241971796433,0.4289346994603985,0.1111215052129835,0.4309416339501837,15,14.042725032073434,13.694419351923312,14.250609259286072,13.692268947686609,14.251297757830594,15,70.21362516036717,42.67169171698302,123.53319344459476,42.67065800178568,124.1111905776529,15,91.150399731996,46.627580309213954,179.97880311070475,46.40999714200734,179.98316313000396,14.374797509027562,14.397454893997004,13.244156140574102,14.33574874140147,0.069907964087339,qwen
qwen,2,8,15,300,0,15,954.6889054909116,713.4750851429999,956.7675334066736,523.7951229937607,957.0204420015216,15,279.0422547361346,278.6189947790276,279.10803465043625,277.7877675971174,279.1080687243874,15,278.84107001591474,278.76115330291213,278.9848292522948,278.75899798527826,279.0097999968566,15,18533.878895497764,9467.090505969829,36402.70516304299,9149.671251012478,36403.40562048368,15,968.2534904946806,907.437171927595,970.5849161466176,796.2252622121014,970.8505701099056,15,280.78619572301653,279.65798535213173,282.72643454596795,279.080528872803,282.75297127266026,15,280.0201009769808,279.7959837883536,280.3164285076491,279.783233962371,280.4565160506172,15,18548.94220244896,9556.515169376362,36417.31117846415,9411.485649338283,36422.94162008766,15,0.3612487905567234,0.1836996271564938,0.7080881712178139,0.183692075813429,0.7296834410170603,15,23.121042165345816,22.35349734993806,23.537481470521136,22.350900048678625,23.57630189817209,15,115.59961297815148,70.54065682809363,203.9293933107304,70.53775711235677,210.14883101291332,15,55.36350715300068,28.25614075659541,108.8733838171931,27.40914604300633,108.87785938198796,14.179077734888043,14.20409635012031,13.460682790834545,14.151235787533004,0.0705521975840932,qwen
qwen,2,12,15,300,0,15,1301.346135485801,1215.3423404466594,1303.2969859996228,1023.106493492378,1303.518021493801,15,281.2821729212732,281.1733223852746,281.3407521995033,281.1424689031311,281.35836925808223,15,280.7864760106895,280.58164238609606,280.9479186034878,280.5703954945784,281.0017010051524,15,19022.29694300331,10016.69536765985,37028.47474524315,10016.659010012518,37030.85744900454,15,1303.233520228241,1217.0159339329985,1304.7646650363458,1024.9554946494754,1305.0969901058124,15,281.6097119808084,281.4667864133937,283.4471130808544,281.46278702689006,283.48555237067967,15,281.9345544994576,281.69464950842666,282.2772053509834,281.58888899633894,282.2961504920386,15,19024.12469809788,10018.69116698581,37030.13650968685,10018.325016602466,37032.708289106085,15,0.5324260473180701,0.2723426352428048,1.0190359338068815,0.2722721151934103,1.0190519557861553,15,34.075267028356485,32.60533384293383,34.90763094309329,32.60126957520863,34.99982435734191,15,170.37633514178242,104.57957193323703,293.4823489363819,104.55249223426958,293.4869632664127,15,37.56390225599171,19.62639327879588,73.43690625950694,19.62608470200212,73.45592473100987,13.97693407011008,14.039926812219017,11.993344142490615,13.81450049540681,0.0715097160217411,qwen
qwen,2,16,15,300,0,15,1144.7121195087675,1142.187441201531,1148.8312192464946,1141.586574492976,1149.1080570121994,15,281.5848753652683,281.4885094127667,281.6406003593784,281.4513568220953,281.6462146191274,15,281.4431360020535,281.3121697399765,281.49256990873255,281.2767444993369,281.5029810008127,15,18886.808495008157,9870.182948358706,36910.78287500277,9869.637816009345,36911.38097598741,15,1146.5914290383807,1143.7975024479963,1150.7233755249763,1143.3050568972249,1151.3013870513532,15,281.82099649660927,281.67598231736383,281.9944660581372,281.67134307130783,282.039540280558,15,282.54276052466594,282.21806758185267,283.0541197236744,282.2114120499464,283.3668334918912,15,18888.230417412706,9872.283130145952,36912.69452653738,9871.430302660156,36913.1233964581,15,0.5381020463013503,0.2741168740910727,1.0378359608544192,0.2740736103048708,1.037836553892682,15,34.43853096328642,33.200019196121524,35.09464031484672,33.198806597251014,35.0961213351796,15,172.19265481643208,105.26087965097194,298.89675672607274,105.2442663570704,298.8969275210924,15,37.16767133199028,19.270868185698056,72.96157990948996,19.270857173978584,72.97309645300265,13.81277496531809,13.860247822258964,9.458716640358777,13.441086565995128,0.072047623459842,qwen
qwen,4,1,15,300,0,15,557.9175624952768,557.2695059476246,558.485074154305,557.2284660011064,558.5908445063978,15,548.2390760807903,548.1982487227219,548.2890020319812,548.1851482094968,548.2983170323648,15,548.2177959929686,548.1771485501667,548.2393853460962,548.1617789919255,548.2395284998347,15,35097.27531400131,17552.873587497015,70182.62007024823,17552.71818750043,70184.9238664945,15,559.5317107035953,559.0495185946202,560.5745350010693,558.9686908570002,560.6293622462545,15,548.4182043482655,548.3543558809738,548.5332930476493,548.332011996398,548.6219224999954,15,549.4709757105738,549.3539011898974,549.5085044427833,549.3418302590726,549.5150342467241,15,35108.45027435062,17558.76011540815,70212.24210328604,17558.743412948388,70232.73278805063,15,0.0284914918324898,0.0142479445235451,0.0569702522138233,0.0142469681966308,0.0569724946230123,15,1.82345547727935,1.822923710638375,1.823856055104176,1.822872500291394,1.8238681431413468,15,9.11727738639675,5.47121069704135,16.407432637581117,5.470835787506244,16.408078451427546,15,701.9639448009984,351.0604084779974,1403.7112516263994,351.04659068099863,1403.8074433779984,28.05976861291513,28.0650216032932,20.04006351082108,27.877782365155117,0.035879134050306,qwen
qwen,4,2,15,300,0,15,1644.937580502301,452.93944679579,1646.0441577488382,452.2062079995521,1646.221021495876,15,540.954375393722,540.8231006448716,541.3473379774058,540.7825832742438,541.3557739030371,15,540.8340529975249,540.7897994475206,540.88026989848,540.7885369932046,540.8947795003769,15,35732.84460650029,17220.75162244728,70343.46383615048,17217.479249498865,70344.1831040036,15,1648.2508191111265,971.893177188104,1649.68242152514,588.7187699030623,1649.8934423027094,15,541.2044394809831,541.0201050422322,541.4842577318749,540.9972257857847,541.5604892886721,15,542.2822666114371,541.9502781980555,546.5532055223593,541.9099678991188,546.6230633457599,15,35743.35148025348,18107.005943074477,70361.48596299376,17364.419248403283,70367.92704844338,15,0.0562420607990068,0.0285341400166065,0.114050674243289,0.0284998963606439,0.1157147580076857,15,3.626799855587808,3.4905745201071787,3.695686310369005,3.4831996213370675,3.7028722562459446,15,17.99745945568219,10.9571097663769,32.84659418206724,10.943960202487288,33.3258503062135,15,355.6057462309982,175.37651554459734,700.9151963800002,172.83880072299507,701.7569378820044,28.18467274470306,28.23472937811508,27.327459309229464,28.19428126603432,0.0358966127291223,qwen
qwen,4,4,15,300,0,15,1541.9318529966404,987.2741039493122,1549.3003405055788,481.80909249640536,1549.8478770095971,15,542.0051887540178,541.0103677630456,542.1312457712802,540.403327209905,542.1614948858133,15,542.0339605043409,541.9097054022131,542.133966502297,541.8754425045336,542.1524080011295,15,35576.74481548747,17756.938517248636,70397.59993524785,17283.42358899681,70398.26441199693,15,1550.33612049956,1493.5186549885111,1635.4944512117072,1422.6567603633157,1635.5516002957302,15,542.1605580256343,542.1306912666961,542.2381869390314,542.1194799550509,542.266471533977,15,543.3402749986271,543.1325810335693,543.6051852462697,543.1089141049597,543.625378505385,15,35581.48083934648,18226.90833528533,70403.39676494594,18224.035676052157,70406.30918549286,15,0.1127669891960011,0.0569052206162455,0.2245197599539187,0.0569031388009227,0.2278712756935279,15,7.217171229296084,7.015202425612787,7.299351565886406,7.014741743067143,7.316783301171271,15,36.08543654272038,21.851604716638303,64.66169086672858,21.85080529955433,65.62692739973603,15,177.3568678439915,89.0874549279979,351.4616022024944,87.76885080899228,351.47446031001164,28.07531064254217,28.11877157245681,25.76356856120132,27.89866078169345,0.035928763538234,qwen
qwen,4,8,15,300,0,15,1877.5599985019653,1776.2643738060433,1879.7666852507973,1546.055003498623,1880.368242491386,15,544.2446788808975,544.1054667377844,544.3278751251365,544.0676099514671,544.3386606349368,15,544.00729349436,543.8879291512421,544.1114205037593,543.8686620036606,544.1178149994812,15,36166.74860999774,18627.918605398736,71004.85907204784,18350.96454199811,71004.87488749786,15,1891.5456754031768,1885.4253246515875,1893.5998439345717,1878.309503840137,1894.2613417988468,15,548.0362495745621,546.0758804767394,551.9079018146998,546.0161635630357,551.9376927241777,15,545.3575685052783,545.2119836101338,546.1237839899695,545.1685837528203,546.1548604500422,15,36180.32780159774,18759.491759209704,71017.78198536274,18753.62181184173,71023.32418580409,15,0.1851169092491421,0.0941530255856574,0.3590822279468781,0.0941456949686371,0.3615365982053461,15,11.8474821919451,11.455328059548572,12.05294062565743,11.45339626164416,12.053777575496504,15,59.23741095972549,36.15476182489245,103.41568164870093,36.151946867956674,104.12254028313968,15,108.0398332120094,55.69865991920524,212.42015248640672,55.31943404700724,212.4366919449967,27.654907017392755,27.711599340516965,26.47274878259841,27.614520961008147,0.0361517399822463,qwen
qwen,4,12,15,300,0,15,2555.657129501924,2388.667062742752,2557.0177590496314,2008.3520419939305,2557.1200385020347,15,547.8778689444187,547.7625034181345,547.9887147955186,547.6825916128056,548.0582916451009,15,547.2115730080986,546.9312130495382,547.3523760527314,546.914509992348,547.3818800091976,15,37071.82438649761,19371.04261064524,72144.9516286506,18994.528000497667,72146.76827600488,15,2557.2033991535136,2390.415854150488,2558.661300126841,2010.202033552196,2558.998592743592,15,548.7949041516191,548.1525330704167,553.177585695812,548.1511756673665,553.2158005598186,15,548.7894873476762,548.5297735020868,549.2149207801413,548.5177194917924,549.7060670015344,15,37073.42585210354,19372.936834317807,72146.6900492982,18996.25499210233,72148.36941405083,15,0.2730791460407236,0.1397236575094643,0.5246407554989616,0.1397204780256359,0.5298051390582867,15,17.47706534660631,16.714827561344233,17.886459877245986,16.711512787185196,17.887591948398796,15,87.38532673303155,53.6538844836343,151.09653758370092,53.65266356184421,152.58388004878657,15,73.2388404240046,38.12289786770125,143.1396827203993,37.74972820299445,143.1429399799963,27.224095907605975,27.36175383155015,23.55320742769495,26.922549778683493,0.0366770414092191,qwen
qwen,4,16,15,300,0,15,2197.029235001537,2193.6493297020206,2200.812179744389,2192.693398501433,2201.4002934956807,15,548.1109495968051,547.995288583721,548.218259948349,547.9949505197153,548.2525076292786,15,547.8560670017032,547.7589611997246,547.9761112066626,547.6618915054132,547.9849935072707,15,36729.19415149954,19188.22859605134,71806.80733799963,19188.169962995744,71808.63968249469,15,2198.539688999153,2195.3325211891206,2202.3935893306043,2194.2728024972894,2202.6281305974408,15,548.508860555543,548.2454715771185,549.0657064731814,548.2070067192358,549.1015889225134,15,549.3102281972824,548.988951172214,550.5250360414357,548.9129367051646,550.8423694969679,15,36731.12916470636,19190.289888543197,71808.18039555794,19190.104103846534,71810.34450730367,15,0.2761425429203788,0.1406400945813782,0.5327800870117523,0.1406337889308305,0.5328506598418694,15,17.673122746904244,17.04651707659047,18.00318657962246,17.046497324674444,18.00349879483595,15,88.36561373452122,54.00579631924924,153.44066505938468,54.003374949438914,153.4609900344584,15,72.4263628070039,37.53894080869068,142.20695795720093,37.53396872199664,142.21333402200253,26.88686028674856,26.980302193322327,18.15397655908594,26.138893620911578,0.0369733103420104,qwen
qwen,8,1,15,300,0,15,1033.4812660012176,1032.4431037997329,1034.1775519489147,1032.3711899991397,1034.2542485000197,15,1026.8097947007946,1026.7699805873108,1026.8538898645638,1026.7558439523668,1026.872253543313,15,1026.7527289997815,1026.7289141997026,1026.7805891499393,1026.7263095001908,1026.8047709996608,15,65721.55567650043,32863.82531335034,131444.3701733497,32863.64585750016,131446.15285599866,15,1035.1696046001052,1034.3759683551798,1036.360772088792,1034.3532504497944,1036.6298687498784,15,1026.9900599677428,1026.9081347981107,1027.061121131942,1026.8918109507954,1027.1137113483935,15,1028.57906465033,1028.444386704723,1028.848949270723,1028.3361648502705,1028.8503838522956,15,65732.73007265035,32869.862881985144,131456.58870110725,32869.82803980004,131463.82089100062,15,0.0152155006914981,0.0076079396585839,0.0304278221966335,0.0076077904906791,0.0304284734860655,15,0.9737920442558812,0.9736522981406034,0.9738427035303988,0.9736427930896072,0.9738559534927764,15,4.868960221279406,2.921448828896228,8.763212792630464,2.921391548420797,8.763400363986891,15,1314.4490217909988,657.2931797314,2628.8326275997,657.2791109340005,2628.8841713639995,52.55379724982127,52.56275467750176,37.1220259051865,52.2026627268698,0.0191607723513535,qwen
qwen,8,2,15,300,0,15,3075.821538001037,839.4502202479998,3077.340645649201,837.4122665027244,3078.001382998991,15,1012.4434472857082,1012.1321768373292,1013.0280162612596,1012.0956861614188,1013.0693805483808,15,1012.0396749989596,1011.9534714509429,1012.1544014493338,1011.8711209997856,1012.2551884996938,15,66856.89666500002,34477.38739969973,131634.9964289475,34474.63733350014,131640.9997314986,15,3081.4447054483026,2406.481167891816,3082.355650460104,841.3267106991043,3082.4483932501607,15,1012.6203107698703,1012.2818598779947,1013.2991839285984,1012.2630924118206,1013.4128850742738,15,1014.3446725514876,1013.9055763103715,1023.9697169199644,1013.8743603054536,1024.07043109979,15,66870.80809640046,34485.06174576061,131659.96090888177,34483.087974452064,131674.95295104635,15,0.0302549202082856,0.0152050655753447,0.0582986497263555,0.015204187051896,0.0585634036357496,15,1.936314893330284,1.8615662261852424,1.9710648364753125,1.861458678966864,1.9813327540943872,15,9.68157446665142,5.838745180932374,16.790011121190382,5.8384078279280684,16.866260247095887,15,661.0495040909991,343.06414321659975,1315.3511196324994,341.5102053219998,1315.4271209459985,52.75008121248274,52.83444373581619,51.09883129821129,52.75208760749762,0.0191648694758878,qwen
qwen,8,4,15,300,0,15,2895.913794498483,2251.5987544979,2898.7213609532773,2250.2242624977957,2898.9269800040347,15,1013.8180250322612,1010.905711921007,1013.9039631467948,1010.8765896289812,1013.9232460079792,15,1013.78157000363,1013.7111328022002,1013.848164249066,1013.64765749895,1013.8695895002456,15,66535.8188450009,34089.917093699114,131662.27156364731,34089.21805549835,131662.61117599788,15,3052.6832992025447,2850.4223092786924,3054.9962785683965,2850.4030443051306,3055.050387802112,15,1013.9732840603206,1013.913898705448,1014.1405786373036,1013.9124763282988,1014.1421103130624,15,1015.7241473531031,1015.5294879860958,1016.122362754395,1015.469075499277,1016.28016900504,15,66546.50757245035,34101.40915003285,131669.91946203518,34100.91729195483,131676.84182850062,15,0.0602956627381711,0.030427870433665,0.1186072547577485,0.0304277158129276,0.1186156373437428,15,3.8589224152429504,3.7685999184216223,3.912253960132908,3.750960166131157,3.9123321485645928,15,19.29461207621475,11.684302246527391,34.15888937023159,11.684242872164216,34.16130355499795,15,331.6988169920005,168.6237497331989,657.292137608603,168.61183270499896,657.2954776810002,52.51472970807116,52.59134015288403,48.38675162387537,52.17622493052847,0.0192106168143634,qwen
qwen,8,8,15,300,0,15,3524.0371319996484,3208.7818303523823,3526.838816448435,2480.041859998892,3526.9491865037708,15,1016.707012936552,1016.6175761677638,1016.7913447884844,1016.6054222258202,1016.8074232857354,15,1016.3917370009584,1016.3172623491846,1016.542513047898,1016.3159144976815,1016.6315240021504,15,67582.69820299756,35039.17961795123,132652.2794659501,35036.69092649943,132652.7056585037,15,3538.2042535504297,3463.399318783231,3540.4353280715804,3295.151369299492,3541.2926974462607,15,1024.1490244921083,1020.307164407795,1031.6941067521277,1020.300269580319,1031.7323730211242,15,1018.4945819961288,1018.2273352238916,1018.7894227874858,1018.2158854986484,1018.8173649938108,15,67593.30992995019,35055.448932194486,132669.5682196565,35052.0969962985,132670.0035284477,15,0.0990324353084338,0.0503797324546997,0.1915219658201152,0.0503794783372862,0.1915236542795371,15,6.338075859739767,6.128522154350142,6.449065843310671,6.128468638285712,6.449157816536901,15,31.69037929869884,19.34581726260469,55.158326156193176,19.345719681517927,55.158812432506686,15,201.95403594499655,104.42666414280102,396.9850379455987,104.425743521002,396.9870403599998,51.66231108498277,51.77474810652453,49.68733343829685,51.60164813964681,0.0193401827288542,qwen
qwen,8,12,15,300,0,15,4786.034007000126,3504.8835628484085,4788.895819249956,2910.0221205007983,4789.100830003008,15,1023.580312602326,1023.4587181072812,1023.8231068378326,1023.3523059193224,1023.910666774276,15,1022.6860609982396,1022.282787898439,1022.8874245993212,1022.1884264974506,1022.9681849996268,15,69274.71221850283,36512.06567430054,134783.30714404618,36509.97557650044,134800.17429049985,15,4787.45049779609,3649.1520036560905,4790.442415626567,3387.5477890029288,4790.505350351668,15,1025.4925516651197,1024.2069803325437,1034.1725555211874,1024.1768331023627,1034.362531788593,15,1025.2260015029606,1024.7196576698843,1026.0488979002548,1024.4619612476529,1026.332995003395,15,69276.32079805044,36513.74956808777,134785.46175859642,36511.46042130313,134801.7724498517,15,0.1461342298000466,0.0747843909058962,0.2794780343184945,0.0747808952584649,0.2795016468943994,15,9.352590707202989,8.942690488769513,9.621689437483518,8.94268578319808,9.650899061970737,15,46.76295353601493,28.717206107864147,80.4896738837264,28.715863779250547,80.49647430558703,15,136.86047428700113,71.56197484339646,267.43548722480045,71.55592899800104,267.4479882980013,50.86178905731634,51.13649935100582,44.10859751943541,50.309147687533546,0.0196271713728054,qwen
qwen,8,16,15,300,0,15,4092.346240504412,4089.9901721004426,4094.2824435962393,4087.920661997487,4094.750562995614,15,1023.8481328424956,1023.7005351281146,1023.9663206186942,1023.685583693394,1023.9757104882156,15,1023.520180999185,1023.3358137971665,1023.6382239017984,1023.332324995863,1023.6812550028844,15,68590.05199199964,35828.84246924914,134132.34403729948,35826.62692550002,134136.96531900132,15,4094.700210749579,4092.1640665132873,4096.4392815666,4090.0520849936574,4097.209282544645,15,1024.5548314841196,1024.200137865079,1025.5010847042322,1024.1009940901668,1025.505598791783,15,1025.8169840493792,1025.1608017710168,1026.5127105295687,1024.9643505503627,1026.567740048995,15,68591.75788370303,35830.86653898645,134134.48214981123,35828.23413644801,134138.77136449772,15,0.1477471142161119,0.0752442850151404,0.2850675661331397,0.0752406002704295,0.2850771155873685,15,9.455815309831165,9.121238838214726,9.63216448975527,9.121194445863782,9.632646234692984,15,47.27907654915582,28.89380544581391,82.09945904634425,28.89239050384496,82.10220928916212,15,135.3664340999967,70.15880579089644,265.8009178575012,70.15645559199766,265.813934605998,50.22352084524936,50.405362735968616,33.814915404040406,48.81316113488637,0.0197821742650637,qwen
qwen,12,1,15,300,0,15,1514.1401474975282,1513.638465906115,1514.7345329947711,1513.5867345088627,1514.8735494949506,15,1508.4957861456462,1508.4340961240214,1508.5545890348712,1508.4259921451091,1508.5588167578774,15,1508.3918925010948,1508.29145785101,1508.4411693009315,1508.2642030029092,1508.4540850002668,15,96549.46843049402,48274.887171102455,193098.20778655485,48274.68124650477,193100.99640000408,15,1516.2194705408183,1515.18685239389,1516.8141180574455,1515.1675839500967,1516.8443025373565,15,1508.6583450603823,1508.5868419368614,1508.8031528139604,1508.5716522811108,1508.8074960079769,15,1510.7609631035302,1510.4601872839703,1510.899129765894,1510.32302959793,1510.9357031426043,15,96560.1665240014,48284.67750352269,193113.48866876337,48282.25030570611,193118.2463972924,15,0.0103573140258355,0.0051787640162277,0.0207145123128954,0.0051787140981814,0.0207149832788654,15,0.662870914983272,0.6628270916439842,0.6628929644944422,0.662810164375659,0.6628944209652005,15,3.3143404882673693,1.9886453822314727,5.965779546113888,1.988626213701661,5.965915184313242,15,1931.0025697889944,965.5066796808007,3861.925343214297,965.4847281679976,3861.962568472998,77.20727062250985,77.21940323480214,54.38700403053066,76.68928839336357,0.013042947696326,qwen
qwen,12,2,15,300,0,15,4515.420607000124,1222.3925985010285,4519.957692654862,1222.3621660086792,4520.444525500352,15,1487.5099799252257,1487.1321892135431,1488.4018885999526,1487.1185905555778,1488.4539142257115,15,1487.080861501454,1486.997769503796,1487.1840295003494,1486.973819002742,1487.1983444973012,15,96739.97589699866,47436.06493370535,193428.51222419704,47323.92039700062,193435.9696629981,15,4524.819717896025,1225.51531394638,4526.605284959078,1225.1629472455534,4527.985126053682,15,1487.9047070532536,1487.383664814348,1488.7408145789043,1487.3767985980871,1488.7906261415817,15,1489.5738551043903,1489.2055729963613,1503.674631627,1489.1805803934403,1504.252435847593,15,98261.80083384315,49665.06314109429,193436.47152752907,47328.47380839594,193443.3979928028,15,0.0206688733842756,0.0103477838889419,0.0413429874376513,0.0103474405740678,0.0422624452491334,15,1.3244723934806826,1.269706722677419,1.3497328490813425,1.2670007548252271,1.3523982479722718,15,6.614039482968208,3.9735490133536926,11.906780382043582,3.973417180442048,12.171584231750446,15,967.6386142660048,483.8592564361912,1932.78099195791,473.2333844410023,1932.845118252997,77.5018816663755,77.63439719662018,75.01498802414861,76.33072933726605,0.0131090974060613,qwen
qwen,12,4,15,300,0,15,4235.50257300667,3136.428473550768,4255.422739095229,2753.726666996954,4255.877379997401,15,1489.0448643897448,1487.6685744160727,1489.6294188113966,1486.8558654841129,1489.8044442257565,15,1489.0094110014616,1488.856805198884,1489.1256623450315,1488.799708997249,1489.1432424919913,15,98064.31826298648,49210.816296459234,193364.8518219037,48938.741592515726,193366.08677450567,15,4261.186848000216,4186.832007413323,4486.806001840014,4186.468052156852,4487.071126254159,15,1489.2517556583755,1489.067429292645,1490.4210485675094,1489.0588091260122,1490.5370118013384,15,1491.468891799741,1491.0476296339766,1492.2137860913062,1491.0100330525893,1492.7263075922383,15,98077.28651708605,50314.889258417534,193376.1495120183,50071.289599536976,193389.17209655483,15,0.0409123537570041,0.0207180234145664,0.0808898588799662,0.0207172460776796,0.0812213443292844,15,2.618390640448265,2.553037933935559,2.6587344191174744,2.55283591981367,2.6638282448946544,15,13.091953202241324,7.955720991193507,23.29627935743028,7.955422493829,23.39174716683392,15,488.8498989520013,247.2515576836886,965.3430547821948,246.24069159600185,965.3792750739958,77.13099061750314,77.24445062119543,70.76944465394587,76.90032250550631,0.0130349599839779,qwen
qwen,12,8,15,300,0,15,5184.096974000568,3409.820009408577,5186.67065250047,2768.01601650368,5187.165412498871,15,1494.375055387331,1482.4661478466105,1494.512163585819,1462.7882469513063,1494.520219940991,15,1493.9624730031935,1493.7900410994189,1494.1023350445903,1493.7713210092625,1494.1246079979464,15,99329.67526800348,50765.59752551111,194998.0605052464,49031.48160350975,194998.55397200736,15,5197.758327297925,4282.864793705521,5199.767006264447,4255.333525495371,5200.388247454248,15,1505.1889372824614,1494.6759007509077,1516.5745542843729,1494.268180112011,1516.6387396436016,15,1496.5812994953012,1496.205853105057,1497.125710449036,1496.1523231453612,1497.4983144638827,15,99340.66312198991,51203.90543623085,195004.8712093236,50467.978447648056,195006.09113163664,15,0.0673994671463,0.0342836554812303,0.1320408746551845,0.0342832032490674,0.1360184953275257,15,4.31372834756784,4.170568657248142,4.396327076574939,4.170435664882816,4.414269805756948,15,21.567829486816027,13.16492370479246,38.02777190069313,13.16475004764189,39.17332665432742,15,296.7382510100142,151.52618173391676,583.3683637510898,147.03882697600056,583.3760589610029,75.93423474681641,76.10208535202591,73.09342815507473,75.84152585339592,0.0131630318618537,qwen
qwen,12,12,15,300,0,15,7024.16171549703,7020.967515802477,7027.222950691066,7020.348363002995,7027.367223490728,15,1504.1612685327568,1503.972281198059,1504.366293340162,1503.948307919575,1504.3838677165193,15,1502.9997630044818,1502.6060811476782,1503.2814339981996,1502.4608245003035,1503.2950945023913,15,101788.0305860017,53649.18623794511,198077.8279783015,53647.02012050839,198082.78045449697,15,7025.913943305204,7022.984908701183,7029.097237343085,7021.991491501103,7029.178283919464,15,1507.313413993134,1505.1310226450653,1520.117420549683,1505.0974605611425,1520.1230514774404,15,1505.975049099652,1505.4591489370796,1506.6955583085655,1505.2450245042564,1506.7767649918096,15,101789.78599405671,53651.35096741913,198080.32821161655,53649.29150013486,198085.48913510892,15,0.0994401017434302,0.0508833595430433,0.1901870358189775,0.0508832368677359,0.1901904182855334,15,6.364166511579533,6.085371562723815,6.513603644696636,6.085187457935343,6.51380604868747,15,31.820832557897667,19.53921006452866,54.77386631586553,19.53916295721059,54.77484046623362,15,201.1261015360069,105.1596388607024,393.0558080217044,105.157768620993,393.0567556460155,74.74189587898155,75.15321596387035,64.73542009252951,73.92118854889432,0.0133557204285268,qwen
