dataset,cv,defense,defense_family,defense_param,attacker_type,classifier,featureset,oracle,balanced_accuracy_mean,balanced_accuracy_std,auroc_mean,auroc_std,accuracy_mean,n_splits,n_jitter_reps,overhead_total_median_ms_low,overhead_total_median_ms_high,overhead_total_p95_ms_low,overhead_ttft_median_ms_low,overhead_decode_median_ms_low,relative_overhead_total_low,effective_target_ttft_mean,effective_target_ttft_std,effective_target_itl_mean,effective_target_itl_std
combined,loco,calibrated_floor,combined_main,q25,adaptive,LogReg,all_primary,False,0.91458,0.09276,0.96083,0.08051,0.91458,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,LogReg,decode_only,False,0.85833,0.12007,0.94000,0.09818,0.85833,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,LogReg,e2el_only,False,0.91458,0.09276,0.96083,0.08051,0.91458,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,LogReg,itl_core,False,0.86167,0.12320,0.94000,0.09818,0.86167,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,LogReg,itl_median_only,False,0.85833,0.12007,0.85833,0.12007,0.85833,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,LogReg,ttft_only,False,0.86250,0.15128,0.87542,0.15420,0.86250,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,RandomForest,all_primary,False,0.96083,0.08051,0.96083,0.08051,0.96083,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,RandomForest,decode_only,False,0.93958,0.09804,0.93958,0.09804,0.93958,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,RandomForest,e2el_only,False,0.96000,0.08033,0.96000,0.08033,0.96000,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,RandomForest,itl_core,False,0.93958,0.09804,0.93958,0.09804,0.93958,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,RandomForest,itl_median_only,False,0.85833,0.12007,0.85833,0.12007,0.85833,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,adaptive,RandomForest,ttft_only,False,0.87542,0.15420,0.87542,0.15420,0.87542,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,frozen,LogReg,all_primary,False,0.50000,0.00000,0.96083,0.08051,0.50000,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,frozen,LogReg,decode_only,False,0.50000,0.00000,0.94000,0.09818,0.50000,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,frozen,LogReg,e2el_only,False,0.50000,0.00000,0.96083,0.08051,0.50000,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,frozen,LogReg,itl_core,False,0.50000,0.00000,0.94000,0.09818,0.50000,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
combined,loco,calibrated_floor,combined_main,q25,frozen,LogReg,itl_median_only,False,0.50000,0.00000,0.85833,0.12007,0.50000,6,1,90383.88930,1399.91397,90461.51281,2060.59360,88322.81337,67.75348,2123.14663,687.04319,1399.91803,1.22511
