episode_id,model_key,model_id,offload_gb,state_label,concurrency,trigger_after_decode_tokens,condition,repeat,random_seed,episode_seed,victim_workload_seed,burst_workload_seed,victim_request_count,victim_input_len,victim_output_len,victim_temperature,burst_parallel_requests,burst_input_len,burst_output_len,burst_temperature,max_num_batched_tokens,condition_first_in_block,restart_server_before_block,block_id,order_in_block
qwen_off12_conc4_trigger16_prefill_burst_rep02,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,2,20260718,1334390132,1175779970,31054849,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off12_conc4_rep02,2
qwen_off8_conc4_trigger16_no_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,no_burst,3,20260718,1656280772,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc4_rep03,1
qwen_off8_conc4_trigger16_prefill_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,prefill_burst,3,20260718,1999645963,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc4_rep03,2
qwen_off12_conc4_trigger16_no_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,no_burst,3,20260718,717425454,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off12_conc4_rep03,1
qwen_off12_conc4_trigger16_prefill_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,3,20260718,1867380818,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off12_conc4_rep03,2
qwen_off12_conc8_trigger16_prefill_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,prefill_burst,3,20260718,1237447267,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc8_rep03,1
qwen_off12_conc8_trigger16_no_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,no_burst,3,20260718,679982025,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc8_rep03,2
qwen_off0_conc8_trigger16_no_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,no_burst,3,20260718,116612009,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc8_rep03,1
qwen_off0_conc8_trigger16_prefill_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,prefill_burst,3,20260718,817277848,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc8_rep03,2
qwen_off8_conc8_trigger16_prefill_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,prefill_burst,3,20260718,576152690,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off8_conc8_rep03,1
qwen_off8_conc8_trigger16_no_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,no_burst,3,20260718,1658109814,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off8_conc8_rep03,2
qwen_off0_conc4_trigger16_no_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,no_burst,3,20260718,1791312886,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc4_rep03,1
qwen_off0_conc4_trigger16_prefill_burst_rep03,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,prefill_burst,3,20260718,262153915,1981932606,1715954615,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc4_rep03,2
qwen_off8_conc4_trigger16_no_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,no_burst,4,20260718,23757850,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc4_rep04,1
qwen_off8_conc4_trigger16_prefill_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,prefill_burst,4,20260718,728438438,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc4_rep04,2
qwen_off0_conc4_trigger16_prefill_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,prefill_burst,4,20260718,1023747613,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off0_conc4_rep04,1
qwen_off0_conc4_trigger16_no_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,no_burst,4,20260718,2085232271,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off0_conc4_rep04,2
qwen_off8_conc8_trigger16_prefill_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,prefill_burst,4,20260718,955300828,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off8_conc8_rep04,1
qwen_off8_conc8_trigger16_no_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,no_burst,4,20260718,1588899495,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off8_conc8_rep04,2
qwen_off12_conc8_trigger16_no_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,no_burst,4,20260718,1609971459,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off12_conc8_rep04,1
qwen_off12_conc8_trigger16_prefill_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,prefill_burst,4,20260718,627253214,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off12_conc8_rep04,2
qwen_off0_conc8_trigger16_no_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,no_burst,4,20260718,930119433,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc8_rep04,1
qwen_off0_conc8_trigger16_prefill_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,prefill_burst,4,20260718,324823889,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc8_rep04,2
qwen_off12_conc4_trigger16_prefill_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,4,20260718,2080832111,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc4_rep04,1
qwen_off12_conc4_trigger16_no_burst_rep04,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,no_burst,4,20260718,123571944,459587561,620368417,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc4_rep04,2
qwen_off8_conc4_trigger16_prefill_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,prefill_burst,5,20260718,835551782,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off8_conc4_rep05,1
qwen_off8_conc4_trigger16_no_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,no_burst,5,20260718,1199272297,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off8_conc4_rep05,2
qwen_off12_conc4_trigger16_prefill_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,5,20260718,165856853,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc4_rep05,1
qwen_off12_conc4_trigger16_no_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,no_burst,5,20260718,1661779483,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc4_rep05,2
qwen_off0_conc4_trigger16_prefill_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,prefill_burst,5,20260718,41508844,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off0_conc4_rep05,1
qwen_off0_conc4_trigger16_no_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,no_burst,5,20260718,1465498883,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off0_conc4_rep05,2
qwen_off12_conc8_trigger16_prefill_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,prefill_burst,5,20260718,1507324956,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc8_rep05,1
qwen_off12_conc8_trigger16_no_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,no_burst,5,20260718,1646586415,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc8_rep05,2
qwen_off8_conc8_trigger16_no_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,no_burst,5,20260718,596351146,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc8_rep05,1
qwen_off8_conc8_trigger16_prefill_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,prefill_burst,5,20260718,237920027,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc8_rep05,2
qwen_off0_conc8_trigger16_prefill_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,prefill_burst,5,20260718,268541218,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off0_conc8_rep05,1
qwen_off0_conc8_trigger16_no_burst_rep05,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,no_burst,5,20260718,1977052946,1628777112,443705211,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off0_conc8_rep05,2
qwen_off12_conc4_trigger16_prefill_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,6,20260718,535866214,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc4_rep06,1
qwen_off12_conc4_trigger16_no_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,no_burst,6,20260718,1712187205,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc4_rep06,2
qwen_off12_conc8_trigger16_no_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,no_burst,6,20260718,388683635,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off12_conc8_rep06,1
qwen_off12_conc8_trigger16_prefill_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,prefill_burst,6,20260718,983153302,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off12_conc8_rep06,2
qwen_off8_conc8_trigger16_no_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,no_burst,6,20260718,1074939474,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc8_rep06,1
qwen_off8_conc8_trigger16_prefill_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,prefill_burst,6,20260718,1062527617,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc8_rep06,2
qwen_off0_conc4_trigger16_prefill_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,prefill_burst,6,20260718,5598007,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off0_conc4_rep06,1
qwen_off0_conc4_trigger16_no_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,no_burst,6,20260718,1475619150,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off0_conc4_rep06,2
qwen_off0_conc8_trigger16_prefill_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,prefill_burst,6,20260718,1664473735,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off0_conc8_rep06,1
qwen_off0_conc8_trigger16_no_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,no_burst,6,20260718,1435748606,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off0_conc8_rep06,2
qwen_off8_conc4_trigger16_no_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,no_burst,6,20260718,1716645480,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc4_rep06,1
qwen_off8_conc4_trigger16_prefill_burst_rep06,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,prefill_burst,6,20260718,2142099825,555497276,1949190208,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc4_rep06,2
qwen_off8_conc4_trigger16_prefill_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,prefill_burst,7,20260718,896022144,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off8_conc4_rep07,1
qwen_off8_conc4_trigger16_no_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,no_burst,7,20260718,1173989368,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off8_conc4_rep07,2
qwen_off0_conc4_trigger16_no_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,no_burst,7,20260718,1716915747,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc4_rep07,1
qwen_off0_conc4_trigger16_prefill_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,prefill_burst,7,20260718,960151029,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc4_rep07,2
qwen_off0_conc8_trigger16_no_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,no_burst,7,20260718,2075848548,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc8_rep07,1
qwen_off0_conc8_trigger16_prefill_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,prefill_burst,7,20260718,1476820886,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc8_rep07,2
qwen_off12_conc8_trigger16_no_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,no_burst,7,20260718,1038457174,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off12_conc8_rep07,1
qwen_off12_conc8_trigger16_prefill_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,prefill_burst,7,20260718,793083237,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off12_conc8_rep07,2
qwen_off8_conc8_trigger16_no_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,no_burst,7,20260718,517889134,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc8_rep07,1
qwen_off8_conc8_trigger16_prefill_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,prefill_burst,7,20260718,2086936934,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc8_rep07,2
qwen_off12_conc4_trigger16_prefill_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,7,20260718,1664099151,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc4_rep07,1
qwen_off12_conc4_trigger16_no_burst_rep07,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,no_burst,7,20260718,1322528827,394780476,1667041310,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc4_rep07,2
qwen_off8_conc4_trigger16_no_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,no_burst,8,20260718,1716380703,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off8_conc4_rep08,1
qwen_off8_conc4_trigger16_prefill_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,4,16,prefill_burst,8,20260718,86630689,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off8_conc4_rep08,2
qwen_off0_conc4_trigger16_no_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,no_burst,8,20260718,74915107,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc4_rep08,1
qwen_off0_conc4_trigger16_prefill_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,4,16,prefill_burst,8,20260718,1724808690,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc4_rep08,2
qwen_off8_conc8_trigger16_prefill_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,prefill_burst,8,20260718,1559480866,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off8_conc8_rep08,1
qwen_off8_conc8_trigger16_no_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,8,intermediate,8,16,no_burst,8,20260718,2118369566,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off8_conc8_rep08,2
qwen_off12_conc4_trigger16_no_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,no_burst,8,20260718,1568160097,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off12_conc4_rep08,1
qwen_off12_conc4_trigger16_prefill_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,4,16,prefill_burst,8,20260718,297144554,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off12_conc4_rep08,2
qwen_off0_conc8_trigger16_no_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,no_burst,8,20260718,570841954,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,qwen_off0_conc8_rep08,1
qwen_off0_conc8_trigger16_prefill_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,0,low,8,16,prefill_burst,8,20260718,1019894201,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,qwen_off0_conc8_rep08,2
qwen_off12_conc8_trigger16_prefill_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,prefill_burst,8,20260718,60416507,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,qwen_off12_conc8_rep08,1
qwen_off12_conc8_trigger16_no_burst_rep08,qwen,Qwen/Qwen2.5-7B-Instruct,12,high,8,16,no_burst,8,20260718,1911186673,1795514190,2044677080,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,qwen_off12_conc8_rep08,2
