file_path,file_name,parent_dir,source_subdir,experiment_id,server_config_label,model_name,offload_gb,run_concurrency,run_id,condition,role,input_len,output_len,temperature,window_secs,duration_s,drain_s,submitted,completed,failed,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_b_victim_plus_burst/offload0_conc2_run1.json,offload0_conc2_run1.json,cond_b_victim_plus_burst,cond_b_victim_plus_burst,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,1,cond_b,victim,256,64,0.0,300.0,318.267,18.437,25,25,0,6400,1572,0.0786,4.9393,25.0482,1505.5035894404864,1572.7705509998486,854.837361994215,1572.7705509998486,2672.2925189998923,2757.3896546752076,379.5154957296475,379.53957112698674,13.41809041064578,379.53957112698674,388.023232793623,420.3474210467871,378.2892671997433,455.8682049973868,176.7523848447494,455.8682049973868,492.79445620195474,505.06323826120934,24932.87664108037,25486.7540080013,2286.1486773132356,25486.7540080013,26979.014366000774,27069.55139143596
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_a_victim_only/offload0_conc2_run1.json,offload0_conc2_run1.json,cond_a_victim_only,cond_a_victim_only,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,1,cond_a,victim,256,64,0.0,300.0,300.022,0.215,405,405,0,103680,23658,1.3499,78.8543,424.4294,180.76547386662253,176.2672270051553,28.049073100783346,176.2672270051553,273.5079178019074,285.75346263591194,22.49362413983037,22.14719284125345,1.1958819710899418,22.14719284125345,24.574692419148967,26.652832377211386,22.371106749581998,20.30137000110699,14.70850565500307,20.30137000110699,21.92162139690481,134.79881655948702,1468.4676178124155,1567.7598689944716,315.5999659816204,1567.7598689944716,1680.251797598612,1767.3193695640646
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_b_victim_plus_burst/offload0_conc2_run2.json,offload0_conc2_run2.json,cond_b_victim_plus_burst,cond_b_victim_plus_burst,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,2,cond_b,victim,256,64,0.0,300.0,320.902,21.127,28,28,0,7168,1587,0.0873,4.9454,27.2825,1594.6482771788785,1831.3045034956303,867.0236335847015,1831.3045034956303,2297.9299051487033,3637.0273475858276,379.2525182279641,378.4535293095345,25.725133814904048,378.4535293095345,413.86715482736196,461.7276328125545,372.717587138546,451.1665480022202,177.19364723882165,451.1665480022202,485.31950920587406,486.7655139793351,22405.123817357886,24496.96440900152,5602.638574442702,24496.96440900152,26539.759314545154,26970.100002058243
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_a_victim_only/offload0_conc2_run2.json,offload0_conc2_run2.json,cond_a_victim_only,cond_a_victim_only,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,2,cond_a,victim,256,64,0.0,300.0,300.55,0.716,396,396,0,101376,23060,1.3176,76.7259,414.0271,192.92121805555132,180.94516200289945,38.2875396408737,180.94516200289945,293.2303705038066,298.39195174499764,23.04471942812927,22.998485603209932,1.6354021432805923,22.998485603209932,25.132274595040037,30.175031400062835,22.820278806214557,21.119411998370197,14.536615936341098,21.119411998370197,22.402344649162842,137.4667298899293,1503.1199320352114,1626.4123719993222,327.8960960591868,1626.4123719993222,1709.0139807496598,1776.8554531026896
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_b_victim_plus_burst/offload0_conc2_run3.json,offload0_conc2_run3.json,cond_b_victim_plus_burst,cond_b_victim_plus_burst,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,3,cond_b,victim,256,64,0.0,300.0,305.492,5.7,26,26,0,6656,1513,0.0851,4.9527,26.7405,1639.7653610001726,1842.5558500020998,826.5590638148722,1842.5558500020998,2642.1437815006357,2763.068822247078,381.6642907213291,378.5133720317852,21.09110545584644,378.5133720317852,414.0090061929211,456.07696959447145,377.47971822193,451.1647599938442,174.0866474629637,451.1647599938442,485.4714665991196,488.85023014241597,23300.637566077057,25680.526406500576,5502.95817989156,25680.526406500576,26615.00009174779,26619.31135075247
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_a_victim_only/offload0_conc2_run3.json,offload0_conc2_run3.json,cond_a_victim_only,cond_a_victim_only,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,3,cond_a,victim,256,64,0.0,300.0,301.187,1.366,395,395,0,101120,23265,1.3115,77.2443,412.9821,183.90498013437144,178.45607300114352,25.234467936470136,178.45607300114352,234.59890930098297,292.34558421812835,22.985160967560105,22.925101222224637,1.300310092607264,22.925101222224637,25.001003281021937,27.795952976507994,22.86148765609805,20.90976550243795,15.031599470772576,20.90976550243795,22.428942099577398,136.09722450994013,1510.8030754934496,1614.1846679965965,306.5175989630047,1614.1846679965965,1711.593545800133,1767.6016509222973
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_b_victim_plus_burst/offload0_conc2_run4.json,offload0_conc2_run4.json,cond_b_victim_plus_burst,cond_b_victim_plus_burst,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,4,cond_b,victim,256,64,0.0,300.0,320.044,20.226,28,28,0,7168,1557,0.0875,4.865,27.2619,1681.7811624280564,2282.933562502876,944.5014491396945,2282.933562502876,2598.652766546729,3088.522630070802,377.23251154692116,373.8047949285944,12.017416590087153,373.8047949285944,391.0741754090354,413.0588880712488,373.38955040747,451.1758939988795,176.98892328681782,451.1758939988795,485.68635920091765,489.33723703958094,22172.162482464046,25269.71729900106,6318.2245481451455,25269.71729900106,26616.972723099752,26698.850781466026
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_a_victim_only/offload0_conc2_run4.json,offload0_conc2_run4.json,cond_a_victim_only,cond_a_victim_only,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,4,cond_a,victim,256,64,0.0,300.0,301.012,1.2,407,407,0,104192,23749,1.3521,78.8973,425.0367,177.7052452262136,175.30517300474457,23.00353845703331,175.30517300474457,205.83583939951492,282.42198775944416,22.60616775777923,22.12910795233689,1.494104728372975,22.12910795233689,25.558917511193105,28.551156014488214,22.39785339088146,20.302955999795813,14.82281174938993,20.302955999795813,21.90099994841148,134.9173659792723,1465.7903109338438,1568.7278210025397,309.7100388539382,1568.7278210025397,1678.8640944025246,1732.4248417610943
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_b_victim_plus_burst/offload0_conc2_run5.json,offload0_conc2_run5.json,cond_b_victim_plus_burst,cond_b_victim_plus_burst,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,5,cond_b,victim,256,64,0.0,300.0,318.451,18.613,28,28,0,7168,1601,0.0879,5.0275,27.5364,1371.1099862503033,1694.2169555004511,805.1027167722713,1694.2169555004511,2363.8197358457546,2448.994480568508,382.05909753282333,378.1224936349082,22.862660743725424,378.1224936349082,408.31944257671205,458.92836513437487,376.47667344627297,456.40217600157484,176.85994059938494,456.40217600157484,488.10012259637006,500.4004459999851,22591.35046614288,24962.377137999283,6231.002933012568,24962.377137999283,26683.41354399854,27160.51496748063
/home/rock/projects/porto/new_runs/attack/bench_runs_offload_paper1_utility_calib_offload0_20260415_200516/cond_a_victim_only/offload0_conc2_run5.json,offload0_conc2_run5.json,cond_a_victim_only,cond_a_victim_only,offload_paper1_utility_calib,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,0,2,5,cond_a,victim,256,64,0.0,300.0,300.807,0.967,404,404,0,103424,23798,1.3431,79.1139,422.9357,177.39546899519164,176.25755799599574,21.635698794585313,176.25755799599574,203.28925189642166,279.75923360361776,22.524428903777963,22.08681819048786,1.3691357506599806,22.08681819048786,24.320259611016834,27.703645387148192,22.339645241044344,20.29627350202645,14.733459511426787,20.29627350202645,21.882361649841187,134.69396480060823,1474.48221756947,1568.3295745002397,302.173472177496,1568.3295745002397,1671.615852702962,1692.2218074432021
