file_path,file_name,parent_dir,experiment_id,server_config_label,model_name,date,offload_gb,run_concurrency,run_id,num_prompts,num_warmups,input_len,output_len,temperature,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run1.json,offload0_conc2_run1.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092600,0,2,1,20,1,256,64,0.0,inf,1.0,2,13.340833751999526,20,0,5100,1280,1.499156677295555,95.94602734691551,478.230980057282,58.122067199929006,60.76798499998404,7.828070984684816,60.76798499998404,61.59778355067829,62.954711109923664,20.219385102384315,20.21519639682025,0.0162389835157381,20.21519639682025,20.24104190000972,20.268455630796936,19.90328915156425,20.20574399830366,2.516951612833301,20.20574399830366,20.509044499158332,20.817940699689643,1331.9433286501408,1334.5891479993952,7.297921039359581,1334.5891479993952,1336.3261042512022,1336.4364752511028
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,offload0_conc2_run2.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092622,0,2,2,20,1,256,64,0.0,inf,1.0,2,13.340542170000845,20,0,5100,1280,1.4991894441122804,95.94812442318594,478.2414326718174,58.5410882998076,61.16954350000015,7.712204903518875,61.16954350000015,62.3434638994695,63.62429037859328,20.211957573017223,20.20949982539201,0.0111382500240597,20.20949982539201,20.233985794453076,20.240712409678444,19.89591532812369,20.20665899999585,2.513518751789152,20.20665899999585,20.42810794864636,20.86996841004293,1331.8944153998928,1334.1733279994514,7.674574877844417,1334.1733279994514,1337.410181548512,1337.506056308957
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,offload0_conc2_run3.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092644,0,2,3,20,1,256,64,0.0,inf,1.0,2,13.291463509000096,20,0,5100,1280,1.5047251934640102,96.30241238169666,480.0073367150192,53.867975100092735,60.87294700046186,11.550368809373168,60.87294700046186,63.11942365118739,63.876788730522094,20.208335211109013,20.20914560316236,0.016215730657762,20.20914560316236,20.24429011904027,20.24440411903058,19.89242890077918,20.202224000058777,2.5157737097152872,20.202224000058777,20.508699050424184,21.019784330528644,1326.9930933999603,1334.0556499988452,11.075752147304454,1334.0556499988452,1336.0369073002405,1336.1945662608375
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,offload0_conc2_run4.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092706,0,2,4,20,1,256,64,0.0,inf,1.0,2,13.310830890999569,20,0,5100,1280,1.5025358043969643,96.16229148140572,479.3089216026317,55.32776150002974,60.852010999951744,11.262337085458206,60.852010999951744,62.26281310000559,63.67665781972392,20.21580727143287,20.216082039691432,0.0128019233156016,20.216082039691432,20.235738713510063,20.24050908874184,19.89969948828332,20.202772999255103,2.5141414220838034,20.202772999255103,20.47013545079608,20.946621420407613,1328.9236196003003,1334.3677265011138,11.05530613776184,1334.3677265011138,1336.1573212006988,1336.628341840369
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,offload0_conc2_run5.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092729,0,2,5,20,1,256,64,0.0,inf,1.0,2,13.29243791799854,20,0,5100,1280,1.504614888809759,96.29535288382458,479.9721495303132,53.681725400019786,60.86136649992113,11.6382817733469,60.86136649992113,62.41707085082454,63.96506696986762,20.21273356825525,20.2118124920566,0.0120776396064211,20.2118124920566,20.230878583329503,20.234706269066443,19.896735729687972,20.205218499540933,2.5125892092266287,20.205218499540933,20.4597494988775,20.897760399548133,1327.0839402001002,1334.2762345000665,11.393963516655033,1334.2762345000665,1335.7087434987989,1336.0056982999597
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run1.json,offload0_conc4_run1.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092744,0,4,1,20,1,256,64,0.0,inf,1.0,4,6.776753912999993,20,0,5100,1280,2.951265496247926,188.88099175986727,941.4536933030884,60.62729714985835,62.87373699979071,7.135976126204121,62.87373699979071,64.71785109943085,64.78848701963216,20.51370852539924,20.5107945238134,0.0106013460826046,20.5107945238134,20.53221010239415,20.536104547459438,20.19303675000401,20.50071600024239,2.563458256560342,20.50071600024239,20.801183000912715,21.540616590209535,1352.9909342500105,1355.3084679997482,6.89921364359273,1355.3084679997482,1357.307406200107,1357.4095076400226
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run2.json,offload0_conc4_run2.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092800,0,4,2,20,1,256,64,0.0,inf,1.0,4,6.772594140000365,20,0,5100,1280,2.953078183421002,188.99700373894413,942.0319405112996,57.65426695006681,62.50277399976767,9.568255684559714,62.50277399976767,65.02155690041036,65.27078977889687,20.51647739999536,20.513971785721736,0.0123732666470344,20.513971785721736,20.53820537935497,20.542226840950917,20.19572890468737,20.496524999543908,2.557441731747369,20.496524999543908,20.919555000546097,21.66655529950731,1350.1923431497744,1355.0937549989612,9.570375946513638,1355.0937549989612,1356.737447750129,1356.9215919488488
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run3.json,offload0_conc4_run3.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092816,0,4,3,20,1,256,64,0.0,inf,1.0,4,6.77335235999999,20,0,5100,1280,2.9527476110810262,188.97584710918568,941.9264879348472,57.60749545024737,62.66188149947993,10.283110885196928,62.66188149947993,65.04553215008855,65.1736704294126,20.51919377698517,20.51181994444224,0.0195410161716459,20.51181994444224,20.55606758255188,20.55834847523372,20.19844758984135,20.50155999950221,2.5593280296405125,20.50155999950221,20.94563755026684,21.45869870964816,1350.3167034003127,1355.8827100005146,10.352936052735988,1355.8827100005146,1357.6292326002658,1357.6742793194353
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run4.json,offload0_conc4_run4.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092832,0,4,4,20,1,256,64,0.0,inf,1.0,4,6.838358954999421,20,0,5100,1280,2.9246782936684395,187.17941079478013,932.9723756802322,60.4308774499259,63.30812649957807,8.62866373349079,63.30812649957807,68.1970952001393,68.36264144096276,20.712723755557477,20.768715698429176,0.1734096476178724,20.768715698429176,20.931315923019337,20.98001241635107,20.388919121094773,20.51092500005325,2.65575750961538,20.51092500005325,22.445575549318164,23.03818020056497,1365.3324740500466,1365.918582499944,13.71991559583658,1365.918582499944,1386.5709875002722,1387.269237500259
/home/rock/projects/porto/new_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run5.json,offload0_conc4_run5.json,bench_runs_offload_paper1_rerun_offload0_20260319_092246,offload_paper1_rerun,llama31_8b_offload0,meta-llama/Llama-3.1-8B-Instruct,20260319-092847,0,4,5,20,1,256,64,0.0,inf,1.0,4,6.774831814998834,20,0,5100,1280,2.9521028043414894,188.93457947785527,941.7207945849352,60.22987579999608,62.89646149980399,7.206295975299729,62.89646149980399,65.02679760014871,65.10092192009324,20.51381179999947,20.51490634127572,0.0111660332713698,20.51490634127572,20.53027275952979,20.53893527570778,20.19315213515398,20.49419000013586,2.566043362257591,20.49419000013586,20.91169799950876,21.576443500816826,1352.6000191999628,1355.6678739996642,7.330024043675788,1355.6678739996642,1357.272554600695,1357.3771093209325
