file_path,file_name,parent_dir,source_subdir,experiment_id,server_config_label,model_name,date,offload_gb,run_concurrency,run_id,condition,role,num_prompts,num_warmups,input_len,output_len,temperature,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc2_run3.json,qwen_offload2_conc2_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-112032,2,2,3,,,20,1,256,64,0.0,inf,1.0,2,182.5862104649996,20,0,5120,1280,0.1095372971982123,7.010387020685588,35.05193510342794,762.6315073001024,844.5659009994415,153.14164371033078,844.5659009994415,848.0387106003036,848.400145320411,277.2635570396825,277.26224033333904,0.0385958096824849,277.26224033333904,277.31068249126366,277.33316448554416,272.93104271874995,277.1190084999944,34.39577159039416,277.1190084999944,278.3294529500381,281.3234664599532,18230.235600800097,18312.418808000075,154.12297442806718,18312.418808000075,18315.310617449995,18316.40307869011
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc2_run4.json,qwen_offload2_conc2_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-112400,2,2,4,,,20,1,256,64,0.0,inf,1.0,2,182.3019121719999,20,0,5120,1280,0.1097081196884551,7.0213196600611285,35.10659830030564,729.8054463999506,844.695673500155,214.18386430294257,844.695673500155,847.2009185494244,847.5131653095741,277.3335784611109,277.3223709841226,0.1164774742275963,277.3223709841226,277.5910880642836,277.6307885461877,273.0000373773436,277.2024490000149,34.41428889781969,277.2024490000149,278.3051170495128,281.79866312026206,18201.820889449937,18315.37686950014,214.58865197461972,18315.37686950014,18319.143746549664,18319.80468130993
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc2_run5.json,qwen_offload2_conc2_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-112729,2,2,5,,,20,1,256,64,0.0,inf,1.0,2,182.89669329400024,20,0,5120,1280,0.1093513482381591,6.998486287242184,34.99243143621092,790.3443730498566,845.3531434997785,140.30940725766885,845.3531434997785,847.1989385496272,848.7487237097957,277.3169750071441,277.3275444682484,0.0674750211330273,277.3275444682484,277.4269571325505,277.4305287344542,272.9836929859381,277.1576995005489,34.403358406952776,277.1576995005489,278.5162029997082,281.4388831299857,18261.31379849994,18316.30008000002,140.8999217855391,18316.30008000002,18323.894204150474,18324.763220830337
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc4_run1.json,qwen_offload2_conc4_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-112925,2,4,1,,,20,1,256,64,0.0,inf,1.0,4,90.89968134799985,20,0,5120,1280,0.2200227734950149,14.081457503680957,70.40728751840477,616.6834816000573,795.841345000099,227.71830995780024,795.841345000099,837.8937726000913,840.9287201202278,278.3276218873017,278.4035690079431,0.6097503509622213,278.4035690079431,279.11461763571697,279.1148787017472,273.9785385624998,277.8146040000138,34.67092393270501,277.8146040000138,283.38026349956635,284.79343519019494,18151.323660500064,18313.004043999623,246.0290906904804,18313.004043999623,18381.481719800195,18383.568965560025
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc4_run2.json,qwen_offload2_conc4_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-113122,2,4,2,,,20,1,256,64,0.0,inf,1.0,4,90.89840850099972,20,0,5120,1280,0.2200258544656481,14.081654685801482,70.40827342900741,648.9378115500131,731.2482420002198,172.6439973839089,731.2482420002198,783.6885928001266,783.8331265599027,277.37949606904755,277.3974271746001,0.4110000486615247,277.3974271746001,277.876214973023,277.87850131841145,273.04526649765535,277.7123945002131,34.68255750405483,277.7123945002131,278.6107609996634,279.77593570987665,18123.84606390001,18227.769378000172,176.35472318173598,18227.769378000172,18234.267854999507,18234.54444939964
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc4_run3.json,qwen_offload2_conc4_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-113319,2,4,3,,,20,1,256,64,0.0,inf,1.0,4,91.21646754799986,20,0,5120,1280,0.2192586551268894,14.032553928120922,70.16276964060461,726.80458764994,796.8409070003872,145.65820363311445,796.8409070003872,839.980663649385,840.8889343295414,277.59271207381005,277.7407393809448,0.3092406636913442,277.7407393809448,277.83881061984306,277.8389503271429,273.2551393968748,277.69428399960816,34.543348425391464,277.69428399960816,278.9213304995883,279.6649442601665,18215.14544829997,18297.94859650019,151.7942675243106,18297.94859650019,18299.58431839982,18300.04401807964
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc4_run4.json,qwen_offload2_conc4_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-113516,2,4,4,,,20,1,256,64,0.0,inf,1.0,4,91.26982120899991,20,0,5120,1280,0.2191304829468411,14.024350908597834,70.12175454298917,657.2427137001341,792.1927795005104,202.29561469113452,792.1927795005104,795.1880854500359,795.1965434901012,277.97918788968207,277.92883352380414,0.1769837073235989,277.92883352380414,278.2995095301626,278.3381195568348,273.63561265937545,277.81856000001426,34.4999959860473,277.81856000001426,279.22885200000565,281.8664398204146,18169.93155075011,18299.97061450058,207.88063649740613,18299.97061450058,18327.26565850076,18327.77041250035
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc4_run5.json,qwen_offload2_conc4_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-113713,2,4,5,,,20,1,256,64,0.0,inf,1.0,4,90.88954254200053,20,0,5120,1280,0.2200473172230776,14.083028302276968,70.41514151138485,649.8054890000731,731.959024000389,172.1881894122206,731.959024000389,782.3842437499025,782.5359815505635,277.3400933904762,277.3551235396798,0.4082130351767778,277.3551235396798,277.87029828412574,277.8739047615836,273.0064503148419,277.7109024996207,34.67851890473884,277.7109024996207,278.5920549499224,279.147465519718,18122.231372600072,18227.18596499999,180.33345506728125,18227.18596499999,18238.63356414986,18238.721756829986
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc8_run1.json,qwen_offload2_conc8_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-113834,2,8,1,,,20,1,256,64,0.0,inf,1.0,8,55.41036893900037,20,0,5120,1280,0.3609432743899866,23.100369560959145,115.50184780479572,892.1735072500724,956.809946500016,151.59997129188042,956.809946500016,969.6009222495376,970.0091524500205,279.1245242896835,279.2584085079455,0.934554318935966,279.2584085079455,281.0586233134985,281.0847781103171,274.7630514539068,279.07040399986727,34.95003124108523,279.07040399986727,280.19456954953057,281.0261802099558,18477.01853750013,18552.876127999752,150.60598413237315,18552.876127999752,18562.87982125036,18563.28946505041
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc8_run2.json,qwen_offload2_conc8_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-113955,2,8,2,,,20,1,256,64,0.0,inf,1.0,8,55.41594705399984,20,0,5120,1280,0.3609069421932117,23.098044300365547,115.49022150182772,892.8915795000194,957.4053414999072,151.66524399123028,957.4053414999072,970.4161694999584,970.4165115004888,279.1405109063499,279.2872475158782,0.9419461445203988,279.2872475158782,281.0923146055511,281.1006304893604,274.77881524609205,279.0694989994336,34.955676698487245,279.0694989994336,280.2575615001388,281.2270711004203,18478.743766600062,18552.567526000075,150.84178928709045,18552.567526000075,18566.892111450303,18567.12061989057
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc8_run3.json,qwen_offload2_conc8_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114117,2,8,3,,,20,1,256,64,0.0,inf,1.0,8,55.42323600599957,20,0,5120,1280,0.3608594777438654,23.095006575607385,115.47503287803691,893.455552000114,958.2067075002668,151.5110179646982,958.2067075002668,970.5939253999076,970.7692786800088,279.180131514284,279.3397682619018,0.9566451730406932,279.3397682619018,281.1289202658733,281.1632514563528,274.81778286250034,279.1685314996357,34.96411264921589,279.1685314996357,280.2927809495941,281.661254709943,18481.803837400003,18557.726044000447,151.47585735715847,18557.726044000447,18569.00478379953,18569.163149559565
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc8_run4.json,qwen_offload2_conc8_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114238,2,8,4,,,20,1,256,64,0.0,inf,1.0,8,55.42201730499983,20,0,5120,1280,0.3608674128539115,23.095514422650336,115.47757211325168,893.1391371500467,957.5430274999236,151.28153025013964,957.5430274999236,970.4931102502542,970.6437916503364,279.15197886507644,279.27348685713537,0.9073951230764292,279.27348685713537,281.0612265809437,281.12450022412605,274.79008599140616,279.101925500072,34.953788129715136,279.101925500072,280.2284944999428,281.06450540082733,18479.713805649862,18553.463903499505,148.78983734149764,18553.463903499505,18564.49797920036,18564.656062240618
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc8_run5.json,qwen_offload2_conc8_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114359,2,8,5,,,20,1,256,64,0.0,inf,1.0,8,55.42379872099991,20,0,5120,1280,0.3608558139560012,23.09477209318408,115.47386046592038,893.9193894499113,958.7618579998888,151.5571923462197,958.7618579998888,970.9282173496832,971.1594450709164,279.1607216039665,279.30113668255564,0.9223920268644072,279.30113668255564,281.09549369127205,281.122325684273,274.7987036468772,279.14588549992914,34.95773422174579,279.14588549992914,280.21103250030137,281.5937320996636,18481.0448504998,18554.904862498915,149.83836191745897,18554.904862498915,18567.77666805001,18567.783706410573
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc12_run1.json,qwen_offload2_conc12_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114502,2,12,1,,,20,1,256,64,0.0,inf,1.0,12,37.59808698800043,20,0,5120,1280,0.5319419577486236,34.04428529591191,170.22142647955954,1110.385452799801,1304.3734760003645,255.43248282055688,1304.3734760003645,1306.010934549431,1306.3284405106424,281.1028299428544,281.612504134919,2.0428497293996086,281.612504134919,281.9631013047478,287.27154911175086,276.7104854882817,281.2544290000005,37.17507909920618,281.2544290000005,282.0686344986825,282.95173614902524,18819.863739199627,19046.002902499826,251.3343524573105,19046.002902499826,19047.60131104931,19047.925588610105
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc12_run2.json,qwen_offload2_conc12_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114606,2,12,2,,,20,1,256,64,0.0,inf,1.0,12,37.6125296350001,20,0,5120,1280,0.5317377000186961,34.03121280119655,170.15606400598276,1111.2878918500428,1306.318650999856,255.89213285022555,1306.318650999856,1308.1186759991397,1308.1297567994625,281.20866556269937,281.72384443650884,2.0400572201189195,281.72384443650884,282.07688354444593,287.3535199469763,276.81465041171407,281.33710800011613,37.18294420068384,281.33710800011613,282.37419404931643,283.70920120072697,18827.4338223001,19055.09701499977,253.07400167633187,19055.09701499977,19057.053035549416,19057.0637599104
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc12_run3.json,qwen_offload2_conc12_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114709,2,12,3,,,20,1,256,64,0.0,inf,1.0,12,37.59981070499998,20,0,5120,1280,0.5319175715249126,34.042724577594406,170.213622887972,1108.3675993000725,1301.6444180002509,254.74593294941667,1301.6444180002509,1303.4002652013442,1303.5471306406544,281.1614732222235,281.72352915080126,2.0788671615468246,281.72352915080126,282.0772794730233,287.3519957295196,276.7681759804674,281.27254900027765,37.16256466351635,281.27254900027765,282.41387404959823,283.3307864399467,18821.540412300143,19050.32134149951,254.45555111274888,19050.32134149951,19052.36235249995,19052.369093699854
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc12_run4.json,qwen_offload2_conc12_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114812,2,12,4,,,20,1,256,64,0.0,inf,1.0,12,37.603133459000674,20,0,5120,1280,0.5318705692919536,34.03971643468503,170.1985821734252,1111.5392003497618,1306.9519259997833,256.4916520619028,1306.9519259997833,1308.516815249368,1308.653755848918,281.1351228857145,281.6545204444386,2.049939156065347,281.6545204444386,282.00873967142263,287.30618028983923,276.7422393437513,281.20120899984613,37.19536125200391,281.20120899984613,282.16504104957494,284.0353741598665,18823.051942149777,19051.17512850029,253.7447759936772,19051.17512850029,19052.968705100648,19053.057018619147
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc12_run5.json,qwen_offload2_conc12_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-114916,2,12,5,,,20,1,256,64,0.0,inf,1.0,12,37.60858728700077,20,0,5120,1280,0.5317934398166799,34.034780148267515,170.17390074133758,1109.7349669500545,1303.3133525004814,255.04672645766024,1303.3133525004814,1304.817691250355,1304.9631438497454,281.19751440317344,281.71466205555,2.047880146252591,281.71466205555,282.0696283206532,287.3657146673057,276.80368076796924,281.1768359997586,37.17712325987695,281.1768359997586,282.3887635004212,284.8749138196399,18825.17837434998,19051.534172499487,251.6324937939699,19051.534172499487,19053.164102548817,19053.19592451064
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc16_run1.json,qwen_offload2_conc16_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-115019,2,16,1,,,20,1,256,64,0.0,inf,1.0,16,37.21187614400151,20,0,5120,1280,0.53746282296019,34.39762066945216,171.9881033472608,1034.049742550087,1142.3271114990712,213.8712696612143,1142.3271114990712,1144.7678463004197,1144.9508740609235,281.3695616349212,282.02293941269585,2.0719650415492725,282.02293941269585,282.23939551269524,285.51751395967386,276.97303022187754,281.8411654998272,35.82283976075182,281.8411654998272,283.0424515987943,284.6510353996928,18760.33212555012,18909.784109499924,259.9626587568205,18909.784109499924,18912.24295280017,18912.43627856029
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc16_run2.json,qwen_offload2_conc16_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-115122,2,16,2,,,20,1,256,64,0.0,inf,1.0,16,37.20676122500117,20,0,5120,1280,0.5375367094989432,34.40234940793236,172.01174703966183,1033.1061065998256,1141.295490500852,213.338277860819,1141.295490500852,1142.706019149773,1143.0784518293513,281.37326712222125,282.0493182857068,2.106979985845209,282.0493182857068,282.2670734571379,285.5177574723764,276.97669975078014,281.7238599991469,35.825250229693424,281.7238599991469,283.38480804941355,284.5159252699523,18759.621935299765,18910.36270150016,261.8019218485166,18910.36270150016,18911.950295099632,18912.30691902016
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc16_run3.json,qwen_offload2_conc16_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-115225,2,16,3,,,20,1,256,64,0.0,inf,1.0,16,37.20468910800082,20,0,5120,1280,0.5375666476325702,34.404265448484495,172.02132724242247,1034.2004209000152,1142.3963435008773,213.70383750790663,1142.3963435008773,1144.132746649302,1144.4855941307103,281.35078124761776,282.03070337301705,2.1195524030596973,282.03070337301705,282.2487184365147,285.52655126824754,276.9545716179678,281.8980480005848,35.8170743740354,281.8980480005848,282.82544530011364,284.262160910057,18759.29963949993,18910.38601750006,262.6379036836566,18910.38601750006,18912.09084860102,18912.42390491987
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc16_run4.json,qwen_offload2_conc16_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-115328,2,16,4,,,20,1,256,64,0.0,inf,1.0,16,37.20290116000069,20,0,5120,1280,0.537592482747107,34.40591889581485,172.02959447907423,1035.4644760002884,1143.957268000122,214.5044659219305,1143.957268000122,1145.5526747510703,1145.9737261507507,281.2636125031762,281.90394809522934,2.06399821210967,281.90394809522934,282.1270249142987,285.4554612241404,276.8687652273414,281.74336749907525,35.84355928965796,281.74336749907525,283.02421040079935,284.2364304594776,18755.07206370039,18903.679332000134,258.7499630631398,18903.679332000134,18905.497961250967,18905.922303449715
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750\qwen_offload2_conc16_run5.json,qwen_offload2_conc16_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,bench_runs_offload_paper1_qwen_fullrep_offload2_20260601_103750,offload_paper1_qwen_fullrep,qwen25_7b_offload2,Qwen/Qwen2.5-7B-Instruct,20260601-115430,2,16,5,,,20,1,256,64,0.0,inf,1.0,16,37.20635051200043,20,0,5120,1280,0.5375426432525077,34.40272916816049,172.01364584080244,1035.2431348499522,1144.3639220005934,214.6879292104676,1144.3639220005934,1146.024798248436,1146.4238476506216,281.3954034238079,282.0920519206271,2.151729600388109,282.0920519206271,282.3147383134898,285.58632858968446,276.9983930218743,281.9817765002881,35.835294161129085,281.9817765002881,283.1821122499605,284.80147120073525,18763.15355054985,18916.15700249986,266.1809959967564,18916.15700249986,18918.28110169954,18918.67377394039
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc2_run1.json,qwen_offload4_conc2_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-073920,4,2,1,,,20,1,256,64,0.0,inf,1.0,2,355.691622196,20,0,5120,1280,0.0562284820669158,3.598622852282616,17.993114261413076,1533.3459640499314,1640.530404999936,276.0273842017449,1640.530404999936,1645.390242900021,1645.5977517794508,539.3781893746022,539.3899874206331,0.0841981268942472,539.3899874206331,539.5064381111044,539.5190502507912,530.9502319085937,539.0932895002152,66.91059612917267,539.0932895002152,541.3615927497631,546.9490953598506,35514.17189464987,35620.73802949999,278.85824438775825,35620.73802949999,35629.013790900215,35629.09190217947
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc2_run2.json,qwen_offload4_conc2_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-074559,4,2,2,,,20,1,256,64,0.0,inf,1.0,2,355.66247107900017,20,0,5120,1280,0.0562330907147006,3.598917805740839,17.994589028704198,1533.1166768000912,1639.8723014999632,275.79963841534465,1639.8723014999632,1645.9373100500216,1646.2306708094457,539.3362311071427,539.3287136111111,0.0798487643573323,539.3287136111111,539.4378162761898,539.4700891092036,530.908916975782,539.0864450000663,66.90463466108267,539.0864450000663,541.0641754999233,546.6605343397987,35511.29923655008,35616.69598300023,274.78562592130226,35616.69598300023,35625.4838573996,35625.49985387978
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc2_run3.json,qwen_offload4_conc2_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-075238,4,2,3,,,20,1,256,64,0.0,inf,1.0,2,355.6863256759998,20,0,5120,1280,0.0562293193644399,3.5986764393241586,17.993382196620793,1533.0479454999477,1639.4957054999395,275.4560520063983,1639.4957054999395,1645.1466578000236,1646.333440359731,539.3743482333349,539.3892363492109,0.0841779435826072,539.3892363492109,539.4881120269879,539.5236719927067,530.9464378882822,539.1035160005231,66.90943815072139,539.1035160005231,541.1931099498815,546.6640706905582,35513.631884200055,35622.13890550038,277.9020677582755,35622.13890550038,35628.45671679956,35629.440290559985
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc2_run4.json,qwen_offload4_conc2_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-075916,4,2,4,,,20,1,256,64,0.0,inf,1.0,2,355.68322595099926,20,0,5120,1280,0.0562298093943718,3.5987078012398013,17.993539006199008,1533.3056891499382,1640.7489500002157,276.245951840812,1640.7489500002157,1644.4256317502095,1645.4153911498452,539.3663306380953,539.3711164365053,0.0882573332121789,539.3711164365053,539.494922368246,539.5113326260287,530.9385730867177,539.1225775001658,66.90773544303836,539.1225775001658,541.0771491002833,546.7321772400828,35513.384519349944,35622.8840875001,280.1360739018834,35622.8840875001,35628.0159432501,35628.264710250405
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc2_run5.json,qwen_offload4_conc2_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-080552,4,2,5,,,20,1,256,64,0.0,inf,1.0,2,353.3037767590004,20,0,5120,1280,0.0566085089252884,3.622944571218463,18.114722856092317,1295.761840149862,1639.9428519998764,500.4153978859356,1639.9428519998764,1643.8835576495876,1643.9689155299675,539.3585548801595,539.4002714285726,0.1421619681395693,539.4002714285726,539.5174729039679,539.5364753046077,530.9309117289083,539.1613405004136,66.90438785772278,539.1613405004136,540.8675564503028,546.4843134898183,35275.35079759991,35623.40238500019,508.6622087591444,35623.40238500019,35632.16057429927,35633.095485260055
