dataset_model,path,date,experiment_id,server_config_label,model_key,model_name,offload_gb,concurrency,input_len,output_len,num_warmups,run_no,completed,failed,duration_s,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,p95_e2el_ms,p99_e2el_ms,validation_status
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out32_run2.json,20260706-204551,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,32,1,2,20,0,101.07692150800722,5100,640,0.19786910505001498,6.331811361600479,56.788433149354304,3468.544015099178,3497.734271004447,3657.494334691729,4379.546694122545,1520.2975693904239,1528.7454639037605,1528.747056871737,1528.747221619809,1472.7879769155606,1528.5708400042495,1530.268292108667,1532.483106511354,50597.76866620232,50887.74996950815,50889.659128763014,50889.81738736038,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out32_run3.json,20260706-204759,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,32,1,3,20,0,101.08945156799746,5100,640,0.1978445791304652,6.331026532174886,56.78139421044351,3468.25300000055,3498.0601355055114,3653.8461680873306,4377.796709632966,1520.4023121628957,1528.7535874512903,1528.755848870318,1528.7559234003459,1472.889475215652,1528.457766500651,1530.4747507325374,1531.191369582666,50600.72467705031,50887.991384995985,50890.741432012874,50890.74403120612,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out32_run4.json,20260706-205007,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,32,1,4,20,0,101.10027535501285,5100,640,0.197823397906387,6.330348733004384,56.77531519913307,3471.608790004393,3502.219422007329,3654.932310125151,4376.074651632515,1520.7525006192172,1529.2656648065708,1529.2673081935068,1529.2673738966623,1473.228750124963,1528.6083615064854,1530.795035493793,1532.4045782117173,50614.93630920013,50908.21720848908,50910.40586454037,50910.70909769216,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out32_run5.json,20260706-205216,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,32,1,5,20,0,101.07875556897488,5100,640,0.19786551474065436,6.33169647170094,56.787402730567806,3470.6197556486586,3500.7688389887335,3655.6589779153005,4377.314225187291,1520.4320473790322,1528.9616215483081,1528.9655675987653,1528.9673202813062,1472.9183245203785,1528.2001464947825,1530.7427497318713,1530.9642614977201,50604.01322439866,50897.25051650021,50899.32210040279,50899.54370729625,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out64_run1.json,20260706-205620,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,64,1,1,20,0,198.08497746099601,5100,1280,0.10096676818381195,6.461873163763965,32.20839905063601,3463.903151602426,3492.499758503982,3654.9106600432433,4376.036037606535,1522.0501007753821,1528.8715652538472,1528.8730423656589,1528.8731210320932,1498.2679160726548,1528.7408429867355,1530.1741559975198,1531.175719005696,99353.05950045149,99810.6632650015,99812.21858047065,99812.47946488787,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out64_run2.json,20260706-210024,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,64,1,2,20,0,198.11645863601007,5100,1280,0.10095072432495397,6.460846356797054,32.20328105966032,3467.6998744515004,3497.413516495726,3653.987457048789,4376.837289799877,1522.2279144246831,1529.0201364603865,1529.0207620160625,1529.0209210127646,1498.4429641648603,1528.7141785229323,1530.7585043541621,1531.819743704109,99368.05848320655,99824.64458500908,99826.58121491258,99826.79998700216,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out64_run3.json,20260706-210428,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,64,1,3,20,0,198.1210864680179,5100,1280,0.10094836625695842,6.460695440445339,32.20252883596974,3466.1587660506484,3495.532329499838,3653.242781970767,4376.890248382114,1522.4018546357188,1529.2747885872063,1529.2760294056886,1529.2762418560746,1498.6141693375203,1528.797251492506,1531.1637775652343,1531.9092022028053,99377.47560810094,99838.87826799764,99840.72605581023,99840.90603597462,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out64_run4.json,20260706-210832,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,64,1,4,20,0,198.10583285498433,5100,1280,0.10095613900798278,6.461192896510898,32.20500834354651,3466.4219128972036,3495.0742549990537,3656.893208765542,4379.575380944297,1522.1531409293962,1528.9585582458317,1528.9606293017555,1528.960683104778,1498.3693684742775,1528.6313274991699,1530.833810994227,1531.2409150166786,99362.06979144918,99818.49728799716,99820.090775688,99820.20201994252,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc16_in256_out64_run5.json,20260707-084618,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,16,256,64,1,5,20,0,197.63825130999976,5100,1280,0.10119498562365632,6.476479079914005,32.281200413946365,3457.571248249951,3485.740466500829,3648.8639422503193,4369.944969251227,1518.7872130269893,1525.7270343809646,1525.727876293663,1525.727984744462,1495.0560429304687,1525.3740375001144,1527.115839000271,1537.7558598000724,99141.16566895027,99605.73096749977,99607.47561324987,99608.09225064998,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out128_run1.json,20260706-080206,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,128,1,1,20,0,1503.7359689139994,5100,2560,0.013300207226168856,1.7024265249496136,5.093979367622672,1510.0703829506529,1509.920840995619,1513.5445979438373,1518.9722131800954,580.1299253240202,580.1299628386856,580.143897116847,580.145592676988,575.5975696004043,580.075816003955,580.9416272881208,581.4689925991115,75186.5708991012,75186.49607400585,75191.02412966604,75195.21102512546,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out128_run2.json,20260706-082833,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,128,1,2,20,0,1503.7400842450152,5100,2560,0.013300170827089062,1.7024218658674,5.093965426775111,1510.145517453202,1510.0401239906205,1513.154601212591,1515.603293851018,580.1310219173249,580.1296998504008,580.1463765554073,580.155981225986,575.5986570914274,580.0719859980745,580.9373906478868,581.5090785050415,75186.78530095349,75186.60172249656,75191.12179836084,75191.28207247762,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out128_run3.json,20260706-085500,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,128,1,3,20,0,1503.747010054998,5100,2560,0.013300109570471246,1.7024140250203195,5.093941965490487,1510.229304053064,1509.4164830079535,1513.9559064962668,1517.0358445023885,580.1329612169106,580.1304305197101,580.154707296394,580.2046910781637,575.6005768831983,580.0745309970807,580.9391362505266,581.4882134369691,75187.11537860072,75186.00623650127,75192.54070470342,75196.14373854594,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out128_run4.json,20260706-092127,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,128,1,4,20,0,1503.7328848689795,5100,2560,0.013300234503910982,1.7024300165006057,5.093989814997906,1510.3412269963883,1510.1130654948065,1513.6031315283617,1517.058768707211,580.1265869559134,580.1218810315265,580.1525963901283,580.1593250292559,575.5942361214579,580.0751534989104,580.9128583146958,581.4624091467704,75186.41777039738,75186.04818049062,75191.77722530003,75192.40599306213,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out128_run5.json,20260706-094753,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,128,1,5,20,0,1503.7590472409793,5100,2560,0.013300003106677885,1.7024003976547692,5.09390118985763,1510.7112242520088,1509.8019524884876,1514.3162905995268,1521.1190141004045,580.1340432011814,580.1254821771447,580.1518837650679,580.2415096853433,575.601650018325,580.0720999977784,580.9322782835807,581.5319128078409,75187.73471080203,75186.50265049655,75197.59514368634,75200.8950135429,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out32_run1.json,20260706-060036,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,32,1,1,20,0,389.8718634840043,5100,640,0.05129890580272809,1.641564985687299,14.722785965382961,1510.1928338510334,1510.036174513516,1513.0664395488566,1518.4698959131492,580.1027821999368,580.1068111609164,580.1501851270704,580.1598081734188,561.9741355296355,580.062598499353,580.7473536668113,581.3577439359506,19493.37908204907,19493.248970989953,19496.551092766458,19501.718511373037,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out32_run2.json,20260706-060734,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,32,1,2,20,0,389.8497450979776,5100,640,0.05130181628045844,1.6416581209746701,14.723621272491574,1509.0349280042574,1508.924231500714,1513.1788296508603,1515.9556363406589,580.1044468949603,580.1011981450082,580.1459516282663,580.1528173703945,561.9758092187112,580.067594506545,580.7687912718393,581.2941795674851,19492.272781748034,19492.197780506103,19497.647978627356,19499.79628052679,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out32_run3.json,20260706-061431,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,32,1,3,20,0,389.87768862600205,5100,640,0.05129813934848013,1.6415404591513643,14.722565993013797,1510.0478682972607,1510.3071339981398,1513.4929720996297,1518.4205400242354,580.1162066902765,580.1075456768176,580.1736019599165,580.1938271533505,561.9871507983589,580.0691795011517,580.8287018648116,581.5030142126488,19493.650275695836,19494.01846899127,19496.690993729862,19501.778110735468,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out32_run4.json,20260706-062128,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,32,1,4,20,0,389.87374052300584,5100,640,0.0512986588252148,1.6415570824068737,14.722715082836649,1509.507313251379,1508.8805679988582,1512.0161709361128,1517.2554581981967,580.1279893016346,580.1239639995695,580.1683118093699,580.1736274460751,561.9985546733915,580.0790369976312,580.8513694340945,581.4960025984328,19493.47498160205,19493.365989008453,19495.881807834667,19501.082667956653,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out32_run5.json,20260706-062825,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,32,1,5,20,0,389.8667162740021,5100,640,0.05129958307583202,1.6415866584266245,14.722980342763789,1509.49286139803,1509.2455865087686,1512.3858132050373,1518.226325053256,580.1172780774293,580.1136732254471,580.1721648117358,580.180453297883,561.9882093608794,580.0722104904708,580.9261675865855,581.6344160106382,19493.12848179834,19492.505297996104,19497.06677790091,19501.26948519668,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out64_run1.json,20260706-064152,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,64,1,1,20,0,761.1716229600133,5100,1280,0.02627528325638942,1.6816181284089229,8.381815358788225,1510.3563056516577,1510.1429839996854,1512.6623741394724,1517.780110021995,580.1267497095516,580.1205244525114,580.1494121913232,580.157281701769,571.0620781265561,580.07574750809,580.8346137404442,581.3995254988549,38058.34153735341,38057.72257799981,38062.62628379045,38066.69852795312,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out64_run2.json,20260706-065519,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,64,1,2,20,0,761.1748924569984,5100,1280,0.026275170395389617,1.6816109053049355,8.381779356129288,1510.381570601021,1509.9915884929942,1513.928777788533,1518.1420019629877,580.1291696055347,580.1327644523034,580.1459901818787,580.1492845886553,571.0644559273078,580.075431993464,580.901649662701,581.4325110093341,38058.51925574971,38058.411056001205,38062.902618947555,38063.92557819898,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out64_run3.json,20260706-070846,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,64,1,3,20,0,761.1756807830243,5100,1280,0.026275143183011215,1.6816091637127177,8.381770675380578,1510.2519136969931,1510.0965325109428,1512.0886838427396,1514.0137767538545,580.1318364579133,580.1294123966871,580.1543473471178,580.1567913744495,571.0670618289441,580.0809214852052,580.90631384257,581.4788736094488,38058.55761054554,38058.77922849322,38061.90039729554,38063.40476104495,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out64_run4.json,20260706-072213,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,64,1,4,20,0,761.1870649650227,5100,1280,0.026274750216517432,1.6815840138571156,8.381645319069062,1510.2783069945872,1509.9345364869805,1512.9616003410774,1518.5800424576155,580.1403679628118,580.127408198591,580.1740694616688,580.3388910478818,571.0754482032144,580.0708250026219,580.92769143841,581.7240879780729,38059.12148865173,38058.841703503276,38067.91491495387,38070.38184379402,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc1_in256_out64_run5.json,20260706-073540,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,1,256,64,1,5,20,0,761.1722477209987,5100,1280,0.026275261689954352,1.6816167481570785,8.381808479095438,1510.7466176443268,1510.2771034871694,1513.066463600262,1518.041083115968,580.1212752572147,580.1232629049097,580.1521669056023,580.1650574826082,571.0566655133562,580.0678739906289,580.888006814348,581.5332859935006,38058.38695884886,38057.727028484805,38061.40684501297,38066.75786821084,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out128_run1.json,20260706-130219,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,128,1,1,20,0,1924.076556777989,5100,2560,0.010394596789584872,1.3305083890668636,3.9811305704110063,1516.6267591019277,1517.3448709974764,1521.8846933013992,1522.0421242533484,1503.07711948307,1503.0280152323387,1503.3382857106897,1503.339241186171,1491.3342358597447,1503.132131503662,1504.8617009539157,1505.5375984724378,192407.4209334518,192402.45535050053,192440.688148544,192440.71075931337,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out128_run2.json,20260706-133546,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,128,1,2,20,0,1924.0047796299914,5100,2560,0.010394984571632007,1.3305580251688969,3.981279090935059,1517.0033416507067,1520.0171475007664,1522.4637842402444,1522.5608704451588,1503.017548639357,1503.0494426101204,1503.1035994823726,1503.104564173777,1491.275114026189,1503.077528992435,1504.7414724424016,1505.333729860722,192400.23201884906,192399.15995049523,192414.76540009317,192414.77798721346,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out128_run3.json,20260706-140916,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,128,1,3,20,0,1926.7476088079857,5100,2560,0.010380186750237273,1.328663904030371,3.9756115253408755,3010.2811963501154,2841.5943419968244,3587.8336200592457,3592.9408360106754,1492.9623158495872,1495.7178834645633,1496.406632526475,1501.6909224422207,1481.2984553781348,1503.147771494696,1504.7627172389184,1505.5518923138152,192616.4953092477,192643.88182450784,192678.3437666556,192918.2725389363,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out128_run4.json,20260706-144245,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,128,1,4,20,0,1926.7578531519976,5100,2560,0.010380131560009916,1.3286568396812692,3.9755903874837974,2790.6691921540187,2665.3679900045972,3588.140294206096,3592.521408436587,1494.6997735987823,1495.7590574645217,1503.0486868505363,1503.1175088599339,1483.022303739051,1503.0735675100004,1504.6953540324466,1505.4718051067903,192617.54043919937,192629.96400399425,192983.4294430606,192983.4696782226,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out128_run5.json,20260706-151615,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,128,1,5,20,0,1926.4471255059761,5100,2560,0.01038180583064124,1.3288711463220788,3.976231633135595,2848.587528002099,2666.362098476384,3587.636979148374,3592.3864950361894,1493.998938113784,1495.740443295304,1503.0536464502688,1503.0707544932995,1482.3269541222885,1503.1074914877536,1504.8257445319905,1505.5415457018535,192586.4526684527,192632.44206199306,192674.50456497463,192922.0392242106,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out32_run1.json,20260706-103043,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,32,1,1,20,0,483.06305433402304,5100,640,0.04140246251614727,1.3248788005167127,11.882506742134266,2526.3112288492266,2662.807281012647,3593.1940378446598,3593.711337154964,1474.8953631128027,1473.3866024837498,1503.3042857562373,1503.3118791127908,1428.8044241967782,1503.0434239888564,1504.7280174432672,1505.5163422459736,48248.06748534611,48324.96672400157,48387.69195412315,48617.593522015086,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out32_run2.json,20260706-103914,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,32,1,2,20,0,483.46314207999967,5100,640,0.04136820009474591,1.3237824030318692,11.872673427192078,2847.6954320503864,2664.5239394856617,3585.800615893095,3591.70982717711,1465.8175619597444,1473.0355356450966,1503.0166149601778,1503.0207203078598,1420.0102889640675,1502.9452805028995,1504.6608714794274,1505.3348913206719,48288.03985280247,48329.711878002854,48358.879072959826,48618.74377460132,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out32_run3.json,20260706-104744,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,32,1,3,20,0,482.1869142999931,5100,640,0.04147769134099102,1.3272861229117126,11.904097414864422,1884.9541148985736,1519.8047769954428,3586.18205141247,3589.7471414794563,1492.7567342209873,1503.034347919428,1503.458598430969,1503.618525157414,1446.1076826234148,1503.1657935032854,1505.1614245952806,1506.080827403348,48160.41287574917,48114.86856848933,48376.12119395344,48650.77903719444,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out32_run4.json,20260706-105613,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,32,1,4,20,0,481.6929299340118,5100,640,0.04152022742526,1.32864727760832,11.916305271049621,1591.558835451724,1519.1896114993142,1595.4837068537029,2732.660593382896,1501.562298862958,1503.0392216778578,1503.2439849725754,1503.2547848912675,1454.6380904843772,1503.0055035022087,1504.6797225120827,1506.2126182136126,48139.99010020343,48110.703169499175,48148.359307947976,48575.602943994745,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out32_run5.json,20260706-110444,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,32,1,5,20,0,484.10771942700376,5100,640,0.04131311936870633,1.3220198197986026,11.856865258818717,2952.867433501524,2838.4201245062286,3589.1497111835633,3592.8320966419415,1464.5049196726177,1473.149613499822,1503.090009702165,1503.3599297081464,1418.7386304327447,1503.1359845015686,1504.8592736202409,1505.7644774237997,48352.51994335267,48339.75515200291,48694.71641604614,48695.15270241129,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out64_run1.json,20260706-112135,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,64,1,1,20,0,964.736363339005,5100,1280,0.020731052295757686,1.3267873469284919,6.613205682346702,3010.746885597473,2841.378666489618,3587.653096394206,3594.144779276394,1482.612886872269,1488.3201410157776,1489.3631345984418,1500.3253482274818,1459.4467946625628,1503.1804034952074,1504.7402229902218,1505.479961199162,96415.35875855043,96437.13985200156,96468.84645994141,96723.98435677373,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out64_run2.json,20260706-113823,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,64,1,2,20,0,962.0678320970037,5100,1280,0.02078855495709312,1.3304675172539597,6.631549031312706,1516.4606418518815,1516.650108504109,1520.7812171021942,1520.849253811175,1503.0170643254276,1502.9956854127774,1503.2774632984433,1503.279697891636,1479.5322280453092,1503.0791525059612,1504.719722289883,1505.5166475835722,96206.5356943538,96206.11313849804,96226.82878767228,96226.89620954188,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out64_run3.json,20260706-115514,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,64,1,3,20,0,964.7070029369788,5100,1280,0.020731683235543523,1.3268277270747855,6.613406952138384,3009.514651951031,2841.550230004941,3587.6326154597336,3594.6911527059274,1482.5863382539997,1488.3164790320848,1489.259551401737,1500.1791658483414,1459.4207005148746,1503.171973497956,1504.7316849959316,1505.647472277924,96412.453961953,96436.57136001275,96460.485566649,96713.93808294262,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out64_run4.json,20260706-121201,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,64,1,4,20,0,962.092349818995,5100,1280,0.02078802518673258,1.330433611950885,6.631380034567693,1516.1254687511246,1518.7966310040792,1521.6349395923316,1521.7054007109255,1503.0612129920407,1503.071231103229,1503.3541757651763,1503.3559935401277,1479.5757018718405,1503.0821554973954,1504.8749010020401,1505.5419687149697,96208.98188724968,96209.20127248974,96230.72492250067,96230.75349088816,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc2_in256_out64_run5.json,20260706-122852,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,2,256,64,1,5,20,0,964.650119916012,5100,1280,0.02073290573139753,1.3269059668094418,6.613796928315812,3009.7676048520952,2841.5516085078707,3589.6672787872376,3593.3154429501155,1482.492322865102,1488.106047404775,1489.2657625264421,1500.3479213941848,1459.3281478749532,1502.9709474911215,1504.954282536346,1505.7638916021097,96406.78394535353,96428.40487250942,96459.03421094554,96725.92339498253,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc4_in256_out128_run1.json,20260706-164130,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,4,256,128,1,1,20,0,971.6236799820035,5100,2560,0.020584101038346906,2.634764932908404,7.8837106976868645,3518.5902626501047,3605.57300299115,4505.386750449543,4508.761187689961,1501.2246978476296,1502.617665464526,1502.755010844216,1502.804198546693,1489.4962834805142,1502.6880289951805,1504.4301070462097,1505.349921103043,194174.12688929908,194441.839123494,194451.28114955296,194451.31944670022,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc4_in256_out128_run2.json,20260706-165859,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,4,256,128,1,2,20,0,966.4302174509794,5100,2560,0.020694717154800125,2.648923795814416,7.926076670288449,2130.4005054480513,1541.963390991441,4520.574567660515,4520.71187914029,1502.7953586236326,1502.7512245590149,1502.963001201297,1502.9631153268667,1491.0546768547078,1502.7857509994647,1504.420536546968,1505.074518006295,192985.41105064942,192403.00991848926,195360.86121784901,195361.11408276745,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc4_in256_out128_run3.json,20260706-171638,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,4,256,128,1,3,20,0,975.2894243510091,5100,2560,0.02050673318159754,2.624861847244485,7.854078808551857,3920.469570251589,4513.134861495928,4544.404961641703,4544.480682747962,1502.6501263177051,1502.6374706141623,1502.8802711805365,1502.8824760124096,1490.910579085903,1502.589301482658,1504.4564365394763,1505.340251775342,194757.03561260016,195348.69535750477,195384.87366830377,195385.0569392534,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc4_in256_out128_run4.json,20260706-173412,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,4,256,128,1,4,20,0,971.6721674989967,5100,2560,0.020583073868914385,2.6346334552210413,7.883317291794209,3518.7419177003903,3610.1138119993266,4507.064029888716,4509.965799578931,1501.3002012594254,1502.6736253267293,1502.8481812431066,1502.8499020626962,1489.571188411719,1502.755256005912,1504.3371954801842,1505.1107659039553,194183.86747764744,194454.3801175023,194458.13239305135,194458.44022421603,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc4_in256_out128_run5.json,20260706-175147,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,4,256,128,1,5,20,0,971.69293100902,5100,2560,0.020582634041838414,2.634577157355317,7.883148838024113,3521.092039148789,3610.398304008413,4505.1625612410135,4509.651429052174,1501.314511218516,1502.7245304213359,1502.7953244271132,1502.7964508129828,1489.5854022953245,1502.8134324966231,1504.4442533995607,1505.0687304063467,194188.03496390028,194455.9367365,194458.84628565836,194460.78604354028,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload16/llama_offload16_conc4_in256_out32_run1.json,20260706-152052,profile_grid_v2,llama_offload16,llama,meta-llama/Llama-3.1-8B-Instruct,16,4,256,32,1,1,20,0,250.35798391900607,5100,640,0.07988560894654852,2.5563394862895525,22.92716976765942,3520.6875469506485,3607.5861795106903,4505.678794858977,4508.164311768487,1496.7862397660465,1502.3755000480787,1502.9261938062489,1502.926482115553,1450.0113198718282,1502.6241415034747,1504.6237459857366,1505.590075289656,49921.060979698086,50187.71751850727,50196.9025418075,50197.07046835974,OK
