dataset_model,offload_gb,output_len,files,completed_requests,failed_requests,median_ttft_ms_n,median_ttft_ms_median,median_ttft_ms_p05,median_ttft_ms_p95,median_ttft_ms_min,median_ttft_ms_max,median_tpot_ms_n,median_tpot_ms_median,median_tpot_ms_p05,median_tpot_ms_p95,median_tpot_ms_min,median_tpot_ms_max,median_itl_ms_n,median_itl_ms_median,median_itl_ms_p05,median_itl_ms_p95,median_itl_ms_min,median_itl_ms_max,median_e2el_ms_n,median_e2el_ms_median,median_e2el_ms_p05,median_e2el_ms_p95,median_e2el_ms_min,median_e2el_ms_max,p95_ttft_ms_n,p95_ttft_ms_median,p95_ttft_ms_p05,p95_ttft_ms_p95,p95_ttft_ms_min,p95_ttft_ms_max,p95_tpot_ms_n,p95_tpot_ms_median,p95_tpot_ms_p05,p95_tpot_ms_p95,p95_tpot_ms_min,p95_tpot_ms_max,p95_itl_ms_n,p95_itl_ms_median,p95_itl_ms_p05,p95_itl_ms_p95,p95_itl_ms_min,p95_itl_ms_max,p95_e2el_ms_n,p95_e2el_ms_median,p95_e2el_ms_p05,p95_e2el_ms_p95,p95_e2el_ms_min,p95_e2el_ms_max,request_throughput_n,request_throughput_median,request_throughput_p05,request_throughput_p95,request_throughput_min,request_throughput_max,output_throughput_n,output_throughput_median,output_throughput_p05,output_throughput_p95,output_throughput_min,output_throughput_max,total_token_throughput_n,total_token_throughput_median,total_token_throughput_p05,total_token_throughput_p95,total_token_throughput_min,total_token_throughput_max,duration_s_n,duration_s_median,duration_s_p05,duration_s_p95,duration_s_min,duration_s_max,median_tpot_ms_median_ratio_vs_offload0,median_itl_ms_median_ratio_vs_offload0,median_ttft_ms_median_ratio_vs_offload0,median_e2el_ms_median_ratio_vs_offload0,output_throughput_median_ratio_vs_offload0
qwen,2,32,30,600,0,30,844.1247890004888,291.03533525303646,1301.283796869393,290.68496800755383,1301.346135485801,30,279.6668297740971,277.0371910485283,281.52590151704874,276.74074690308305,281.59517033923146,30,279.5298107484996,276.8768419693515,281.37653959565796,276.87072148546576,281.5029810008127,30,9434.837635002623,8979.523066900947,10018.395971614518,8978.911512997001,10022.617178998189,30,846.7622366188152,292.10532148477796,1302.7858004424343,292.03153274356737,1302.9897221567808,30,280.48750245171476,277.21552738229343,283.4301461484739,277.1875346595827,283.48555237067967,30,280.7796619959845,278.45823824754916,282.68904412900156,278.2509531112737,283.36683349189116,30,9438.702006725362,8983.289701070535,10020.060591376532,8982.549494312116,10024.586190195987,30,0.5647036302356954,0.11135124270775898,1.0377728690127208,0.1113244578565523,1.037836553892682,30,18.07051616754225,3.5632397666482873,33.208731808407066,3.5623826514096737,33.21076972456582,30,162.63464550788026,32.069157899834586,298.87858627566357,32.061443862687064,298.8969275210924,30,37.522095390508184,19.272039852660967,179.61182640879997,19.270857173978584,179.65504063600383,14.242439886231578,14.295293816012173,12.892515158994744,14.063727829551269,0.07062817805064346
qwen,2,64,30,600,0,30,898.5228512538015,291.5654384807567,1302.8808976072469,291.3030314957723,1303.202256502118,30,279.67715947630086,276.98612892552137,281.6044426110152,276.9610098013858,281.6462146191274,30,279.5798525039572,276.8484116459149,281.47996841871645,276.83947849436663,281.48810801212676,30,18412.96864299511,17949.405781174937,19023.022825036605,17948.88728549995,19026.025218496216,30,906.5111811723909,292.6465180357627,1304.5612200090545,292.3505634033063,1304.6222400065744,30,280.5743223462381,277.06658750662064,281.8241632152508,277.05348469097527,281.8670256626478,30,280.65701850064215,278.0479081754311,282.6880227334914,278.01936193718575,282.92009953729575,30,18423.89411736658,17955.56818019246,19024.91809221203,17954.233971356007,19027.430760157586,30,0.2906967292595763,0.055710405268910496,0.5381125601934464,0.05570842472196524,0.5381916202473094,30,18.604590672612883,3.5654659372102717,34.43920385238057,3.565339182205775,34.4442636958278,30,93.0229533630644,17.827329686051357,172.19601926190285,17.826695911028875,172.221318479139,30,73.09788283750822,37.16694514444535,358.9993629547032,37.161485328979325,359.0121260799933,14.271647807664083,14.280936977678563,13.765605314909266,14.246573554214748,0.07039680160130683
qwen,2,128,30,600,0,30,844.152073499572,291.39094162601396,1301.6745487191656,290.9456869965652,1303.518021493801,30,279.6940661239319,276.96054398699675,281.6078694679134,276.93380131894963,281.63819424805735,30,279.64245424664114,276.8888557802711,281.45663411996793,276.8802105128998,281.4735900028609,30,36092.6219025132,35888.27229199305,37027.18566728945,35887.03031450859,37030.85744900454,30,900.9411205763172,292.5795843308879,1303.3949549459794,292.07849247031845,1305.0969901058124,30,280.1727589344416,277.0166025042799,281.7176138577055,277.01178033890955,281.74785171934735,30,280.6025884456176,277.85325851815287,282.2828350013151,277.7985335167614,282.5447305178386,30,36223.71494332183,35897.3799333255,37028.813781396966,35896.191532300145,37032.708289106085,30,0.1475151697732403,0.027864159345820243,0.2741571980339821,0.02786345923045403,0.2741884479310906,30,18.88194173097476,3.566612396264991,35.09212134834971,3.566522781498116,35.096121335179596,30,56.64582519292428,10.699837188794973,105.27636404504912,10.699568344494349,105.28836400553878,30,144.25531145150308,72.9508479583921,717.7679309030602,72.94253332301741,717.7859660059912,14.257343910342154,14.263132455821337,12.949014314776733,14.20036340029437,0.07009855004859906
qwen,4,32,30,600,0,30,1646.0070209941478,466.3037347731006,2555.1732574473135,453.25369199417764,2557.1200385020347,30,545.9942366934199,540.8456761774305,548.2479114525984,540.403327209905,548.2983170323648,30,545.5107019915886,540.7997448775859,548.2235405754182,540.7903404993704,548.2395284998347,30,18428.827509495022,17249.725352446694,19537.501715729013,17217.479249498865,19546.75669950666,30,1764.1014730714232,559.535903946562,2557.003522898085,559.0841590536002,2558.998592743592,30,548.6923756483345,541.3555753181479,553.1570782520278,541.1516283387168,553.2158005598186,30,547.5790014261293,542.8418832375974,549.9989095741694,541.9099678991188,550.8423694969679,30,18593.02337029112,17558.75415024395,19539.59837482882,17364.419248403283,19548.96922424232,30,0.29289495443495395,0.05696720357418297,0.5327477262765262,0.05696476563410606,0.5328506598418694,30,9.372638541918526,1.8229505143738551,17.04792724084884,1.822872500291394,17.05122111493982,30,84.35374687726674,16.406554629364695,153.43134516763956,16.405852502622544,153.4609900344584,30,71.8237363904991,37.5412207578418,351.0791954906017,37.533968721996644,351.0942207409971,27.805550270714203,27.897689136866678,25.13984987350791,27.470320564897893,0.036632732435831636
qwen,4,64,30,600,0,30,1761.2048612500075,557.5708050957473,2555.98389941988,506.8508264957927,2556.9739249986014,30,546.0712396825473,541.0470253034931,548.2528532788979,540.921252618968,548.2850098889597,30,545.6336622519302,540.8419480183511,548.230800076999,540.79703050229,548.239323994494,30,35947.1626634986,35096.26595586851,37072.13119657354,34583.42902249569,37077.420406501915,30,1769.7665953488467,559.5612876967789,2557.788282843285,559.4864607955969,2558.5167461482342,30,548.2396260444003,541.2179963227356,548.7975998527218,541.1434446485636,548.864550673886,30,547.2665917786799,542.3280589031492,549.4868476330885,542.1413818075962,549.7060670015344,30,35961.76780777532,35107.15216379871,37074.00198424726,35105.067848988256,37079.055384144885,30,0.14893718934471584,0.028491406712756774,0.27614994841408125,0.028490891651542758,0.276175129859048,30,9.531980118061814,1.8234500296164335,17.6735966985012,1.8234170656987365,17.675208310979073,30,47.65990059030908,9.117250148082167,88.367983492506,9.117085328493683,88.37604155489537,30,142.69904716600286,72.42442059695168,701.966041964198,72.41781694900419,701.9787321720069,27.865473266522585,27.8709637827335,26.98211955860323,27.813217242711346,0.036067491354517325
qwen,4,128,30,600,0,30,1760.07999900321,500.3524921768985,2555.806808699708,452.20620799955213,2556.4491380064283,30,546.0600020492489,540.8822183234056,548.2217343306994,540.8404652322836,548.2404233582316,30,545.6186467490625,540.8276991205639,548.2000942007289,540.7885369932046,548.2241279969458,30,70690.59480874785,69442.91962162024,72142.48455097259,69139.73441049893,72146.76827600488,30,1768.4632375745423,559.3836302945056,2557.307148622458,558.9686908570002,2558.147811699746,30,547.1711816301442,541.0321010766417,548.383715794876,540.9972257857847,548.6219224999954,30,546.9965386429976,542.1470306571791,549.4640512525439,541.9675540404569,549.5614800049225,30,70705.75729542215,70198.58142173405,72144.38243134314,69835.0809293981,72148.36941405083,30,0.07565403225451886,0.014248422845820887,0.14064747429351548,0.014246968196630846,0.14065233433465585,30,9.683716128578414,1.8237981242650736,18.002876709569982,1.8236119291687483,18.00349879483595,30,29.051148385735246,5.4713943727952215,54.00863012870994,5.470835787506244,54.01049638450784,30,281.1586096530009,142.19949631374254,1403.6641259771452,142.19458279600076,1403.8074433779984,27.83528929587159,27.82921874260208,26.999046519852374,27.812668693855215,0.03595045834624217
qwen,8,32,30,600,0,30,3299.936102249376,1032.9392133000738,4786.3345456997195,1032.4739239999872,4787.269319003826,30,1020.040025927477,1011.756898105687,1026.8217297798406,1010.8765896289813,1026.8428423225869,30,1019.346395996763,1012.0495775498057,1026.7553747250872,1011.8711209997855,1026.7702255000586,30,34759.72889525019,32864.22897160011,36516.396467524646,32863.64585750016,36523.41387599881,30,3308.9769880489257,1034.738459600237,4787.921567108951,1034.3532504497944,4788.8295175525855,30,1026.247829379763,1013.1828093238257,1034.0702785851147,1013.1090227870618,1034.362531788593,30,1024.2661961737213,1015.6671733419897,1028.5613450601159,1015.469075499277,1028.8483344500492,30,34772.00222769934,32870.43541848526,36518.127588657866,32869.82803980004,36525.18368854835,30,0.15506514114508568,0.030427013004424585,0.28506270098519054,0.030426337284050226,0.2850771155873685,30,4.962084516642742,0.9736644161415867,9.122006431526097,0.9736427930896072,9.122467698795791,30,44.65876064978468,8.762979745274281,82.09805788373487,8.762785137806466,82.10220928916212,30,136.52124433849895,70.16000315389756,657.3106600624997,70.15645559199766,657.3252578279998,51.947021255817766,52.12988264846467,50.40069522462451,51.81343712775526,0.019394188051654902
qwen,8,64,30,600,0,30,3075.767180001094,1032.6178676242307,4787.606154475361,837.4122665027244,4788.807957498648,30,1020.1706104563773,1012.3546994043603,1026.8015109789649,1012.1478156984338,1026.835169634935,30,1019.4842712517129,1012.0184729759785,1026.7632259000266,1011.9953405010165,1026.7685105000055,30,66862.73842174979,65719.50826729934,69276.83078605132,64603.23098650042,69283.19529800137,30,3188.446998675863,1034.78890403999,4789.185970448525,841.3267106991043,4790.415443601523,30,1024.335564814317,1012.5935449015576,1026.995142304603,1012.2899030777838,1027.014773427784,30,1021.8088127779993,1014.1801165645848,1028.6395442000048,1013.8743603054536,1028.7317169993003,30,67111.92907744944,65731.2740091178,69278.47080668257,64611.65670865303,69285.03431400277,30,0.07966370002724332,0.01521540657716415,0.14774963309706363,0.015215026562593057,0.14775396525906537,30,5.098476801743573,0.9737860209385056,9.455976518212072,0.9737617000059556,9.456253776580184,30,25.492384008717863,4.868930104692527,47.27988259106036,4.868808500029778,47.28126888290092,30,266.8213592539978,135.3641263638001,1314.4571523078994,135.36015744100587,1314.4899825000011,52.05829351036735,52.07524969015496,47.1215584348973,51.73337007360111,0.019291822443025047
qwen,8,128,30,600,0,30,3076.439505250164,1033.3186409002792,4786.675093025406,840.323628995975,4789.100830003008,30,1020.1443886673201,1012.2401098067011,1026.8297184594483,1012.0956861614189,1026.872253543313,30,1019.4939927496307,1012.0079223748689,1026.7612776501664,1011.9887645014387,1026.8047709996608,30,132014.0136792488,130921.61692004738,134774.66072704774,129376.46514399967,134800.17429049985,30,3234.50676215125,1035.12794348037,4788.633125783654,1035.0759736025793,4790.505350351668,30,1022.2595324482347,1012.3843668240146,1026.9739114803242,1012.2630924118206,1027.189386858262,30,1021.8237319937543,1014.0552948004006,1028.7197326011028,1013.9189545981935,1028.8503838522956,30,132165.40412229823,131447.27921604464,134776.92589018762,131438.65901805292,134801.7724498517,30,0.04047228662397358,0.00760803269840909,0.07525262923061515,0.00760779049067916,0.07539764892164638,30,5.180452687868618,0.9738281853963635,9.63233654151874,0.9737971828069325,9.650899061970737,30,15.541358063605852,2.9214845561890903,28.89700962455622,2.9213915484207975,28.95269718591221,30,525.6641057525012,265.77144519399843,2628.8004788070994,265.2602605790016,2628.8841713639995,52.001637321083074,51.999178363944,47.19156706786105,51.93989434295516,0.0192322499025216
qwen,12,32,30,600,0,30,4519.375501000468,1434.8474070797238,7025.865591656475,1222.4056409977493,7027.367223490728,30,1499.2097340162277,1487.3574696823903,1508.491934567745,1462.7882469513063,1508.5588167578774,30,1498.2350770005723,1487.0712494488544,1508.3676821246627,1486.973819002742,1508.378290993278,30,50663.39134474401,47839.8763438312,53654.93333624763,47323.92039700062,53659.8419695074,30,4526.700136231739,1515.2470829924641,7027.607701699599,1225.1629472455534,7029.0625030960655,30,1506.8677987175997,1488.620156490933,1520.0530261446506,1487.3767985980871,1520.1230514774404,30,1504.9016761993698,1490.5418327418738,1510.7022714325649,1489.3276019953191,1510.9357031426043,30,50670.626483899105,48283.810647159626,53656.65269284291,47328.47380839594,53661.57601280429,30,0.10577372942843621,0.02071386750531687,0.1940954310303044,0.020712817636739343,0.19409868844900197,30,3.384759341709959,0.6628437601701398,6.211053792969741,0.662810164375659,6.211158030368063,30,30.46283407538963,5.965593841531259,55.899484136727665,5.965291479380931,55.900422273312564,30,199.85093840600166,103.04209583864139,965.5367352232511,103.04036652599461,965.5856750520034,76.34943525775621,76.62048843315995,69.02547812252942,75.51970413896001,0.01322925052214399
qwen,12,64,30,600,0,30,4516.860250994796,1354.2488248218433,7023.34223634316,1223.275532000116,7024.16171549703,30,1499.2199059285217,1487.1448579805603,1508.4961582606036,1486.8558654841127,1508.517427293728,30,1498.3868270064704,1487.069985524795,1508.3962979970238,1487.0080340042477,1508.4259794966783,30,98245.41572249655,95649.22823267552,101788.20851705459,94911.20222099562,101792.62804449536,30,4524.237932601318,1515.5150535498979,7025.046339898981,1225.6663282467343,7025.913943305204,30,1505.4723290333757,1487.9173388003499,1508.681068949304,1487.3866074784596,1508.7941951499993,30,1501.0243142525724,1489.3868151022252,1510.8335385019745,1489.1805803934403,1510.8678480952221,30,98265.34167727659,96559.02239703634,101789.82239869227,94926.63139260258,101795.30181042937,30,0.05422769675728742,0.010357298891701193,0.10058096524608753,0.010357228003973987,0.10058459567142107,30,3.470572592466395,0.6628671290688763,6.437181775749602,0.6628625922543352,6.4374141229709485,30,17.352862962331976,3.3143356453443817,32.18590887874801,3.3143129612716757,32.18707061485474,30,391.9305717054958,198.84478094945808,1931.0053913824945,198.83760397401056,1931.0186077130056,76.50370349769021,76.53758900370076,69.19948156135813,76.01493103000689,0.01313209274711107
qwen,12,128,30,600,0,30,4851.274558754085,1354.9760548721679,7025.471553474199,1222.3621660086792,7027.161119491211,30,1499.315489913446,1487.3193989012461,1508.5140413382474,1487.1446301967667,1508.552777153583,30,1498.536530751153,1487.055030999909,1508.429311276268,1487.0151484938106,1508.4540850002668,30,194204.69987099932,191092.1203129983,198073.88395329835,190093.8249155006,198082.78045449697,30,4861.006258464477,1516.3192583730051,7027.547208400792,1515.6926177907735,7029.178283919464,30,1502.5008683866895,1487.4959063400206,1508.6254826449954,1487.4453775297097,1508.695173262954,30,1501.2832067441195,1489.523631168886,1510.7841360869497,1489.2162841118989,1510.8834554615896,30,194213.93262602287,193065.82155874083,198076.32298880804,193024.91749659093,198085.48913510895,30,0.027547180706153453,0.005178795584974355,0.05122448602832531,0.005178714098181409,0.051225394119469136,30,3.526039130387642,0.6628858348767175,6.556734211625639,0.6628754045672204,6.5568504472920495,30,10.578117391162927,1.9886575046301522,19.670202634876922,1.988626213701661,19.67055134187615,30,772.1994898020057,390.4382757425963,3861.901801670244,390.4313542879827,3861.962568472998,76.42727951306395,76.43269004190341,74.41695125594059,76.40833962304251,0.013090297278554144
qwen,16,32,30,600,0,30,4829.38504950107,1505.8032403247807,6938.178054619493,1505.1565955000115,6938.553980493452,30,1490.4065738064087,1479.9811462475723,1511.6869694969455,1477.1555385968015,1511.7826176290457,30,1489.444754748547,1478.8427873991168,1511.411396447511,1478.790602999652,1511.4596044950304,30,50807.859912498316,47999.08804407389,53278.747263753394,47997.021686499924,53282.26154699223,30,4840.095391449358,1507.8910000096653,6939.74956536953,1506.3269191512518,6940.093823650386,30,1506.0584087862433,1480.3664257462387,1514.0898741148667,1480.2743879532616,1514.1972424970816,30,1495.8393919059745,1483.30741183403,1514.4127647024652,1482.1200847993168,1514.6868890449696,30,50820.45303532432,48010.8855729949,53280.93919402141,48006.54473900003,53283.99177919855,30,0.10632983377975141,0.020832866207274828,0.1930896814069465,0.020826569915665467,0.19311606253263724,30,3.4025546809520453,0.6666517186327945,6.178869805022288,0.6664502373012949,6.179714001044392,30,30.622992128568406,5.99986546769515,55.609828245200596,5.998052135711655,55.61742600939952,30,198.8040517074951,103.57881298690117,960.0215257221496,103.56466333099524,960.3117594970004,75.9011215260259,76.17094697282822,73.76032640036482,75.73505141841757,0.01329880317779636
qwen,16,64,30,600,0,30,4829.141952748614,1506.2817794995226,6940.321336525449,1505.8605199997146,6942.387735500233,30,1490.5631410119463,1479.378399286517,1511.7238942701656,1479.3133341190119,1511.9163384762712,30,1489.8663069980103,1478.8399822728024,1511.237815547065,1478.7810500019987,1511.4793839966296,30,98249.40359799984,95993.17610067493,101288.50151972329,95991.47362049916,101304.56733049505,30,4838.990524149085,1507.7421155616412,6942.068942407277,1506.8408373001148,6944.155029109243,30,1498.2127519000005,1479.664306209359,1512.905816143183,1479.589264896871,1513.1044678342328,30,1492.7278479517554,1481.4600414948836,1514.6317406498201,1481.0698494955432,1514.8119616023905,30,98278.57760057086,96005.33529541775,101290.41671689294,96005.01090645102,101306.45971705453,30,0.0546220720856011,0.010417320317913523,0.1000840978541562,0.010416963222700342,0.10009283004274193,30,3.4958126134784706,0.6667085003464654,6.405382262665997,0.6666856462528219,6.405941122735483,30,17.479063067392353,3.333542501732327,32.02691131332998,3.3334282312641097,32.029705613677415,30,388.59998083949904,199.83194564345104,1919.8795265754497,199.8145121030102,1919.9453403479993,76.06195737771942,76.1023608992144,73.98371898772162,76.01801654884878,0.013227596958026902
qwen,16,128,30,600,0,30,4510.820345996763,1505.729157600308,7106.258375623656,1504.954923002515,7107.303452503402,30,1493.0439712578466,1479.1103046281473,1511.6307946641277,1479.0741211889858,1511.685595188934,30,1492.8163537479122,1478.7819085513547,1511.1933636737376,1478.7405995011795,1511.3096155037056,30,193156.26755774792,191978.96678597608,199076.56551133224,191970.70144499958,199079.17419400474,30,4515.028200048982,1507.1792740686487,7108.029736373792,1506.9151312491158,7109.154005147138,30,1495.8793180766013,1479.3898639941021,1512.576968596316,1479.2343178976193,1512.6085870602092,30,1495.3837087750799,1481.0141839237804,1514.027553820415,1480.8510109480267,1514.1373060447222,30,193170.54676675398,191991.95423350815,199078.5983530509,191988.4897193495,199081.23719964278,30,0.027663672361132853,0.005208874083249026,0.05097786913643223,0.005208798960136119,0.051173201848876644,30,3.540950062225005,0.6667358826558754,6.525167249463325,0.6667262668974232,6.55016983665621,30,10.622850186675016,2.000207647967626,19.57550174838998,2.0001788006922694,19.650509509968632,30,769.4959279520044,392.3271086046516,3839.6013574021003,390.829560735001,3839.656733358999,76.10759021985817,76.14093304639368,69.19449595088606,75.99584202480777,0.013145653592886903
