file,offload_gb,concurrency,input_len,output_len,run_no,completed,failed,tpot_median,tpot_p95,itl_median,itl_p95,ttft_median,ttft_p95,e2el_median,e2el_p95,n_tpot_values,n_itl_values,n_ttft_values,n_e2el_values
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out128_run4.json,2,16,256,128,4,20,0,257.00936777618523,257.700177598433,255.95604672878522,257.59608049702365,615.981955200732,621.3854755005741,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out128_run5.json,2,16,256,128,5,20,0,257.0130466450835,257.7004938464698,255.9511047259278,257.5792069983436,615.550704251109,621.0651235014666,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out32_run1.json,2,16,256,32,1,20,0,256.55377595085156,257.4042792581285,252.49402576923785,257.2757845009619,611.4321972992911,616.4954394989763,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out32_run2.json,2,16,256,32,2,20,0,256.5956356588715,257.43237411288356,252.5965102149314,257.4268390017096,616.2381322990768,621.7414364982687,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out32_run3.json,2,16,256,32,3,20,0,256.58069994272324,257.4328316612434,252.57331950479625,257.40982400020584,613.5650203486875,619.1262639986235,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out32_run4.json,2,16,256,32,4,20,0,256.6939018709931,257.5608881935853,252.63906923090076,257.4460454961809,617.041996225089,622.7778009997564,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out32_run5.json,2,16,256,32,5,20,0,256.7369072177474,257.6098217096813,252.67590491225747,257.4838069995167,613.2858964749175,618.5486294998555,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out64_run1.json,2,16,256,64,1,20,0,256.82249798095916,257.5545529206653,254.7649744647032,257.4410449997231,615.3810100740884,621.1118414976227,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out64_run2.json,2,16,256,64,2,20,0,256.7996604742167,257.5307852063801,254.7483869807195,257.42942099896027,615.3316770258243,620.8109535000403,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out64_run3.json,2,16,256,64,3,20,0,256.8225456428529,257.5544383015811,254.80441877491842,257.51972349826247,616.7381501256386,622.1445215014683,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out64_run4.json,2,16,256,64,4,20,0,256.88739935078394,257.62858596822804,254.83481723702255,257.5258329998178,613.7570092490932,618.8865084986901,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc16_in256_out64_run5.json,2,16,256,64,5,20,0,256.76599419044896,257.4994193015473,254.69717006485268,257.3624265023682,617.6680825512449,623.1711555010406,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out128_run1.json,2,1,256,128,1,20,0,107.03789531083983,107.03868630669774,106.61513537879159,107.02791650328436,258.9091492973239,258.97422249545343,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out128_run2.json,2,1,256,128,2,20,0,107.04410947834882,107.04850564960242,106.61935940761822,107.02662000039709,258.67309939949337,258.72082879977825,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out128_run3.json,2,1,256,128,3,20,0,107.04230180256951,107.04638223504318,106.62005546514592,107.03012600060902,259.03083417433663,259.3069028502214,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out128_run4.json,2,1,256,128,4,20,0,107.04510177675249,107.0471650732235,106.61966234417548,107.02857300202595,257.8104418496878,257.90793299893267,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out128_run5.json,2,1,256,128,5,20,0,107.04093826183038,107.04177539370194,106.61784058316499,107.03028299758444,259.5304921736897,259.65324949720525,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out32_run1.json,2,1,256,32,1,20,0,107.00435811212364,107.00782906289179,105.3367516504295,107.01004700240446,258.8321711500612,259.01021450044937,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out32_run2.json,2,1,256,32,2,20,0,107.01818557180003,107.01837315966496,105.34312624879476,107.01267699914752,258.94731975167815,259.1696990020864,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out32_run3.json,2,1,256,32,3,20,0,107.18977925800222,107.34748748387399,105.50545334364756,107.01856499508722,259.8598270005823,259.99267599945597,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out32_run4.json,2,1,256,32,4,20,0,107.0247295071714,107.02544798223244,105.34679041492154,107.01309700016282,258.86753740014683,258.9924644998973,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out32_run5.json,2,1,256,32,5,20,0,107.0202984354417,107.02220529023063,105.34783701153856,107.0219584980805,259.3473795519458,259.3779130038456,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out64_run1.json,2,1,256,64,1,20,0,107.0331627983828,107.0345278428581,106.19265619049827,107.0233950013062,258.5281931245845,258.6000752497057,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out64_run2.json,2,1,256,64,2,20,0,107.03036737223368,107.03100113494743,106.19053429125529,107.02388050049194,258.43665700067504,258.5932705002051,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out64_run3.json,2,1,256,64,3,20,0,107.03262048173778,107.033225153969,106.1913674417184,107.02208649672684,258.92835687664046,259.0133877507469,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out64_run4.json,2,1,256,64,4,20,0,107.03598029481833,107.03637958174532,106.19323244706891,107.02270549882087,258.45860524914315,258.47727499785833,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc1_in256_out64_run5.json,2,1,256,64,5,20,0,107.03648237260553,107.03800248412004,106.1941332193669,107.02591399967787,258.49172907619504,258.6080106506415,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out128_run1.json,2,2,256,128,1,20,0,251.3478486360313,251.37528220079193,250.3791429401204,251.40141300289542,268.51477769887424,274.70613489931566,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out128_run2.json,2,2,256,128,2,20,0,249.99403687421778,250.19385856299547,249.61528338737082,251.3879785001336,504.6224740503021,518.3102030994633,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out128_run3.json,2,2,256,128,3,20,0,251.36007585275567,251.36129692598232,250.38168132377336,251.36590550027904,261.12356177709444,261.3731910500064,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out128_run4.json,2,2,256,128,4,20,0,250.15641843877341,250.2093443149569,249.76061536290217,251.3717860019824,465.2833664267746,467.5533930021629,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out128_run5.json,2,2,256,128,5,20,0,251.02801375077843,251.28602234644504,250.07666698123074,251.3425674987957,308.57111127552344,352.5673990501673,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out32_run1.json,2,2,256,32,1,20,0,246.4844841903135,246.70963735479745,244.9526274448374,251.34200699903886,464.69188767441665,466.68503299952135,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out32_run2.json,2,2,256,32,2,20,0,251.32099982016487,251.32487572100803,247.3951596885911,251.3196540021454,261.6973497735671,261.87147599921445,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out32_run3.json,2,2,256,32,3,20,0,245.75160265649765,246.63944316137443,244.28539729622116,251.35959000181174,504.04376384940406,518.0967546992179,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out32_run4.json,2,2,256,32,4,20,0,245.71390747419616,246.59531701611064,244.25941013886927,251.33773399647907,503.6592475751604,518.0304051496933,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out32_run5.json,2,2,256,32,5,20,0,245.72139152496675,246.6128399354338,244.24875008855338,251.31892550052726,503.83351437576493,518.3502342504653,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out64_run1.json,2,2,256,64,1,20,0,248.705933878571,248.96334055555928,247.95238198759364,251.33844150332152,479.1125743517114,490.35750970033405,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out64_run2.json,2,2,256,64,2,20,0,248.5782040861147,249.00880365079038,247.81801472164204,251.36596700031077,504.46955922507186,518.5930974494113,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out64_run3.json,2,2,256,64,3,20,0,248.79556239128948,249.07267600001575,248.010683145111,251.38627250271384,478.98554117546155,490.67155984994315,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out64_run4.json,2,2,256,64,4,20,0,248.90948032698938,249.00948138094952,248.12421429739686,251.32682750336244,465.1835082233447,467.66450149880257,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc2_in256_out64_run5.json,2,2,256,64,5,20,0,250.57012297739777,251.27034607938847,248.6728191085689,251.38016150231124,321.31494040095276,379.31806030064763,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out128_run1.json,2,4,256,128,1,20,0,251.31143017341117,251.4250765235897,250.32285000030328,251.41049399826443,606.8849622250127,616.0128880001139,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out128_run2.json,2,4,256,128,2,20,0,251.22386725964986,251.4239652952861,250.250720875421,251.43887949889177,421.1433642250995,427.3160454507888,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out128_run3.json,2,4,256,128,3,20,0,251.29740167441608,251.3800580000095,250.33501790400976,251.41798999902676,569.7459501749108,617.2286854998674,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out128_run4.json,2,4,256,128,4,20,0,251.3229585657406,251.43895099210755,250.33387433331313,251.42343349943985,606.3029389486474,615.486469498137,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out128_run5.json,2,4,256,128,5,20,0,251.41810489566717,251.42304198030962,250.44707370875727,251.4354530030687,705.8104465508222,754.2112035007449,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out32_run1.json,2,4,256,32,1,20,0,250.3326451895074,251.36313327417275,246.42741671670478,251.34370649902849,476.12579572742106,483.01801745110424,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out32_run2.json,2,4,256,32,2,20,0,251.35445925722797,251.36524290322882,247.41850618152625,251.34815849742154,706.0279974990408,754.4801804979215,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out32_run3.json,2,4,256,32,3,20,0,251.43605025166306,251.45490418065987,247.5203429637304,251.4440819977608,598.3250067009067,635.8386790016084,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out32_run4.json,2,4,256,32,4,20,0,250.34792336217276,251.3588129033686,246.48606540810079,251.4272369990067,475.7411075501295,482.87703809983213,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out32_run5.json,2,4,256,32,5,20,0,251.0349697790462,251.34891796774505,247.15635659796362,251.427146999049,568.7833849726303,615.3352379951684,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out64_run1.json,2,4,256,64,1,20,0,251.40099774406343,251.4016659603392,249.44174866868423,251.4114530022198,706.9216507508827,754.9970620020758,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out64_run2.json,2,4,256,64,2,20,0,250.84229111547873,251.333281904769,248.92432436093372,251.4092739984335,475.27531887735677,482.23537075064087,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out64_run3.json,2,4,256,64,3,20,0,251.43128214167228,251.43214681508925,249.45686557003341,251.4103614994383,706.4503053985391,754.724914997496,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out64_run4.json,2,4,256,64,4,20,0,251.24540066827888,251.40617776987563,249.29634577401032,251.43146750269807,567.7355986754264,613.2529770002293,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc4_in256_out64_run5.json,2,4,256,64,5,20,0,250.87373672538976,251.35102036507485,248.94483214839056,251.40583149914164,475.92097239867144,483.1091598003695,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out128_run1.json,2,8,256,128,1,20,0,252.92170448858346,253.17326714173572,251.88858704852635,253.08108150056796,614.3489604499337,614.9831798989908,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out128_run2.json,2,8,256,128,2,20,0,252.91110600020028,253.15593282678273,251.8878071417305,253.0833765049465,615.421509625412,615.8207992495591,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out128_run3.json,2,8,256,128,3,20,0,252.96026961181713,253.19196396064692,251.93391631402875,253.1137750011112,589.1999245763145,612.4927295022644,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out128_run4.json,2,8,256,128,4,20,0,252.9172930291321,253.1699361535411,251.86094981992397,253.03126049766433,616.2850016504308,616.4241309998033,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out128_run5.json,2,8,256,128,5,20,0,252.93823704646132,253.1950654960755,251.904751629489,253.10225549765164,615.4573071247796,615.528826749869,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out32_run1.json,2,8,256,32,1,20,0,252.56231090565814,252.95617245161162,248.6089106540078,252.92992599861464,616.2606474246786,616.3596970000071,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out32_run2.json,2,8,256,32,2,20,0,252.5968640484221,253.07632945165804,248.61933985581572,253.00025350225042,616.0854876501617,616.5749093004706,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out32_run3.json,2,8,256,32,3,20,0,252.6614588217384,253.19369577412166,248.59425773777275,252.93861699901754,374.1479118760253,384.16015225047886,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out32_run4.json,2,8,256,32,4,20,0,252.66639412340385,253.1871840322809,248.6822721950432,253.09879149790504,615.2143114501087,616.090424900176,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out32_run5.json,2,8,256,32,5,20,0,252.91378028872595,253.05028888713775,248.9403397075023,253.00298150250455,624.9245329734549,638.3285934971354,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out64_run1.json,2,8,256,64,1,20,0,252.88194405314403,253.1518701745506,250.86608256847285,253.06735699632554,588.902574425083,611.5877449992695,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out64_run2.json,2,8,256,64,2,20,0,252.74490648768574,253.06275886505898,250.72848681394646,252.97421800132724,615.7663217230947,616.3305259495246,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out64_run3.json,2,8,256,64,3,20,0,252.75451584046615,253.07471495236516,250.7634586457982,253.03702000019257,616.0188287263736,616.7656049503421,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out64_run4.json,2,8,256,64,4,20,0,252.7783840868858,253.11378430948628,250.75044322416034,253.00245900143636,614.9608638987047,615.0262707993534,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload2\llama_offload2_conc8_in256_out64_run5.json,2,8,256,64,5,20,0,252.77910272381547,253.1175480634995,250.76319912281235,253.03027250265586,616.3661085727654,616.7712296497484,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out128_run1.json,4,12,256,128,1,20,0,491.7061488478221,493.1789970865994,489.5206499784791,492.63801599954604,1084.0367341508681,1094.1463258008298,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out128_run2.json,4,12,256,128,2,20,0,491.7141974710487,493.1565620275315,489.5369629811441,492.6324055013538,1084.904336675936,1094.759323350081,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out128_run3.json,4,12,256,128,3,20,0,491.69015221654206,493.15639075197623,489.4736663028027,492.5533669993456,1081.739401300365,1092.7288806000433,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out128_run4.json,4,12,256,128,4,20,0,491.7616080596345,493.26133433462775,489.61567199153535,492.7997039994807,1084.2930050755967,1094.16687115081,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out128_run5.json,4,12,256,128,5,20,0,491.8428620419186,493.35992428738007,489.60685879334136,492.7186544991855,1081.1004171990135,1092.0250429004227,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out32_run1.json,4,12,256,32,1,20,0,491.2303389508217,493.13566132261786,483.20181589268714,492.3703300009947,1083.3029516268653,1092.5847217509727,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out32_run2.json,4,12,256,32,2,20,0,491.0232389290549,492.87281177420215,483.06800251857567,492.24925999806146,1084.0924231975805,1094.3271083990112,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out32_run3.json,4,12,256,32,3,20,0,491.19136088949983,493.12624175804706,483.29917860849605,492.6314149997779,1080.9075908251543,1091.4530546499009,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out32_run4.json,4,12,256,32,4,20,0,491.3353374234336,493.2755520645925,483.4400207516637,492.7788485001656,1084.9584616742504,1094.5905748500081,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out32_run5.json,4,12,256,32,5,20,0,491.1789336531881,493.0811758547919,483.2349206660808,492.4833144978038,1084.4715236749835,1094.1747558510542,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out64_run1.json,4,12,256,64,1,20,0,491.479466715458,493.0948119999523,487.4085506937803,492.6072419984848,1082.218691098933,1093.1678142002056,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out64_run2.json,4,12,256,64,2,20,0,491.4152792920735,493.03468807937907,487.34619495746756,492.54969349931343,1083.5798062746107,1094.0410085499025,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out64_run3.json,4,12,256,64,3,20,0,491.5999997345382,492.8851417857264,487.5797312007762,492.5059209999745,1330.1420456971755,1444.1134549961134,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out64_run4.json,4,12,256,64,4,20,0,491.55742036943434,493.2207619682548,487.5031562076458,492.76695949811256,1083.3525715253927,1092.6772985498246,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc12_in256_out64_run5.json,4,12,256,64,5,20,0,491.4196385237826,493.0291522539356,487.29479648586107,492.4328704983054,1085.210277598344,1094.7657007007365,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out128_run1.json,4,16,256,128,1,20,0,492.38324965018967,493.5277494527484,490.4219591047678,493.4430275025079,1146.2095437263997,1153.36495000156,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out128_run2.json,4,16,256,128,2,20,0,492.40440563149804,493.5534574173304,490.38559316863655,493.35381950368173,1143.6231905243403,1150.8939064988226,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out128_run3.json,4,16,256,128,3,20,0,492.4584798608299,493.6222447559119,490.4123198926726,493.36822950135684,1146.405401001357,1153.6765500022739,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out128_run4.json,4,16,256,128,4,20,0,492.3869345271497,493.5332253700449,490.36149500853554,493.32021799637005,1145.6775021251815,1152.8373045002809,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out128_run5.json,4,16,256,128,5,20,0,492.4164621421398,493.5696744370343,490.420994350373,493.4167880019231,1144.3578420248741,1151.117888999579,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out32_run1.json,4,16,256,32,1,20,0,491.8498828976167,493.37220674198994,484.0859370366388,493.1672984967008,1144.1161085986096,1151.0758224976598,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out32_run2.json,4,16,256,32,2,20,0,491.62329098306793,493.1193211935264,483.9726350036301,493.1347479978285,1147.724083600042,1155.527737500961,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out32_run3.json,4,16,256,32,3,20,0,491.98912544756416,493.5173846935222,484.2956507260226,493.45766750047915,1142.990616075258,1149.9695995007642,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out32_run4.json,4,16,256,32,4,20,0,492.13851667021027,493.6694952742865,484.38798487769077,493.5002109959896,1146.6452438262422,1154.228873001557,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out32_run5.json,4,16,256,32,5,20,0,492.2721458177259,493.83273930640917,484.38784510852884,493.3991129983042,1145.2907570261232,1152.7161555022758,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out64_run1.json,4,16,256,64,1,20,0,492.1798379734196,493.4453077619274,488.26690022562786,493.29009099892573,1148.9080755269242,1156.3025935029145,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out64_run2.json,4,16,256,64,2,20,0,492.1467658480464,493.4076687698955,488.19727391864944,493.17890199745307,1146.1833352999747,1153.7234280003759,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out64_run3.json,4,16,256,64,3,20,0,492.1952136710705,493.4744909921377,488.29405885034873,493.34291650302475,1146.0726542245538,1153.4212664992083,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out64_run4.json,4,16,256,64,4,20,0,492.0613808321615,493.3257013809842,488.11033688395753,493.092438999156,1145.9295052491143,1153.3766194988857,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc16_in256_out64_run5.json,4,16,256,64,5,20,0,492.2901603686373,493.5650453809348,488.38454152879365,493.426062999788,1145.006835575623,1151.9368730005226,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out128_run1.json,4,1,256,128,1,20,0,195.06637873444015,195.07803428779133,194.294908357611,195.03592549881432,490.19073742783803,490.19652750575915,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out128_run2.json,4,1,256,128,2,20,0,195.05873154192113,195.06351252480448,194.28862152383886,195.03775500197662,490.3347899520668,490.3514099012682,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out128_run3.json,4,1,256,128,3,20,0,195.0504779539345,195.05174974644797,194.28019578432156,195.03259499833803,490.41014415215614,490.5117530033749,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out128_run4.json,4,1,256,128,4,20,0,195.0580238897558,195.05826121258713,194.28661847162516,195.03943200106733,490.47777595096704,490.6619329009118,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out128_run5.json,4,1,256,128,5,20,0,195.0524999956857,195.0532576251994,194.2817770473809,195.03425050061196,491.0277754512208,491.214043002401,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out32_run1.json,4,1,256,32,1,20,0,195.03471198948378,195.05206083386224,191.98847520681284,195.02063500112854,490.395441599685,490.5558962003852,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out32_run2.json,4,1,256,32,2,20,0,195.0287068548571,195.02903366129988,191.98060075279386,195.0278554977558,489.6216252745944,489.7718480497133,,,2,2,2,0
C:\projects\DOS\new\runs\profile_grid_v2\llama\offload4\llama_offload4_conc1_in256_out32_run3.json,4,1,256,32,3,20,0,195.03585582017206,195.03671038710897,191.98496386129023,195.03012150380528,490.17090140096116,490.29380829924776,,,2,2,2,0
