dataset,defense,defense_param,attacker_type,classifier,featureset,balanced_accuracy_mean,balanced_accuracy_std,auroc_mean,auroc_std,accuracy_mean,n_splits,n_jitter_reps,n_low_test_mean,n_high_test_mean,overhead_median_ms_all,overhead_median_ms_low,overhead_median_ms_high,relative_overhead_low,relative_overhead_high,effective_pad_mean,effective_pad_std
llama,ttft_jitter_sym,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,14.54027,-4.97497,56.17694,-0.08372,0.01963,,
llama,ttft_jitter_sym,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,14.54027,-4.97497,56.17694,-0.08372,0.01963,,
llama,ttft_jitter_sym,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,14.54027,-4.97497,56.17694,-0.08372,0.01963,,
llama,ttft_jitter_sym,800.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,14.54027,-4.97497,56.17694,-0.08372,0.01963,,
llama,ttft_jitter_sym,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.47872,-26.42518,11.08388,-0.49420,0.00369,,
llama,ttft_jitter_sym,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.47872,-26.42518,11.08388,-0.49420,0.00369,,
llama,ttft_jitter_sym,1200.00000,frozen,LogReg,core,0.99958,0.00132,1.00000,0.00000,0.99958,5,2,120.00000,120.00000,-6.47872,-26.42518,11.08388,-0.49420,0.00369,,
llama,ttft_jitter_sym,1200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-6.47872,-26.42518,11.08388,-0.49420,0.00369,,
qwen,itl_floor_pad,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,2.14778,5.76065,0.00000,0.29942,0.00000,,
qwen,itl_floor_pad,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,2.14778,5.76065,0.00000,0.29942,0.00000,,
qwen,itl_floor_pad,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,2.14778,5.76065,0.00000,0.29942,0.00000,,
qwen,itl_floor_pad,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,2.14778,5.76065,0.00000,0.29942,0.00000,,
qwen,itl_floor_pad,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,14.64778,30.76065,0.00000,1.59884,0.00000,,
qwen,itl_floor_pad,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,14.64778,30.76065,0.00000,1.59884,0.00000,,
qwen,itl_floor_pad,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,14.64778,30.76065,0.00000,1.59884,0.00000,,
qwen,itl_floor_pad,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,14.64778,30.76065,0.00000,1.59884,0.00000,,
qwen,itl_floor_pad,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,39.64778,80.76065,0.00000,4.19768,0.00000,,
qwen,itl_floor_pad,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,39.64778,80.76065,0.00000,4.19768,0.00000,,
qwen,itl_floor_pad,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,39.64778,80.76065,0.00000,4.19768,0.00000,,
qwen,itl_floor_pad,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,39.64778,80.76065,0.00000,4.19768,0.00000,,
qwen,itl_floor_pad,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,89.64778,180.76065,0.00000,9.39536,0.00000,,
qwen,itl_floor_pad,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,89.64778,180.76065,0.00000,9.39536,0.00000,,
qwen,itl_floor_pad,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,89.64778,180.76065,0.00000,9.39536,0.00000,,
qwen,itl_floor_pad,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,89.64778,180.76065,0.00000,9.39536,0.00000,,
qwen,itl_floor_pad,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,189.64778,380.76065,0.00000,19.79072,0.00000,,
qwen,itl_floor_pad,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,189.64778,380.76065,0.00000,19.79072,0.00000,,
qwen,itl_floor_pad,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,189.64778,380.76065,0.00000,19.79072,0.00000,,
qwen,itl_floor_pad,400.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,189.64778,380.76065,0.00000,19.79072,0.00000,,
qwen,itl_floor_pad,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,389.64778,780.76065,0.00000,40.58144,0.00000,,
qwen,itl_floor_pad,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,389.64778,780.76065,0.00000,40.58144,0.00000,,
qwen,itl_floor_pad,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,389.64778,780.76065,0.00000,40.58144,0.00000,,
qwen,itl_floor_pad,800.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,389.64778,780.76065,0.00000,40.58144,0.00000,,
qwen,itl_floor_pad,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,589.64778,1180.76065,0.00000,61.37217,0.00000,,
qwen,itl_floor_pad,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,589.64778,1180.76065,0.00000,61.37217,0.00000,,
qwen,itl_floor_pad,1200.00000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,589.64778,1180.76065,0.00000,61.37217,0.00000,,
qwen,itl_floor_pad,1200.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,589.64778,1180.76065,0.00000,61.37217,0.00000,,
qwen,itl_floor_pad,1600.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,860.94015,1580.76065,133.03814,82.16289,0.09069,,
qwen,itl_floor_pad,1600.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,860.94015,1580.76065,133.03814,82.16289,0.09069,,
qwen,itl_floor_pad,1600.00000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,860.94015,1580.76065,133.03814,82.16289,0.09069,,
qwen,itl_floor_pad,1600.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,860.94015,1580.76065,133.03814,82.16289,0.09069,,
qwen,itl_jitter_nonneg,5.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47132,2.45633,2.49170,0.12692,0.00169,,
qwen,itl_jitter_nonneg,5.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47132,2.45633,2.49170,0.12692,0.00169,,
qwen,itl_jitter_nonneg,5.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47132,2.45633,2.49170,0.12692,0.00169,,
qwen,itl_jitter_nonneg,5.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47132,2.45633,2.49170,0.12692,0.00169,,
qwen,itl_jitter_nonneg,10.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.91827,5.03128,4.78578,0.25976,0.00327,,
qwen,itl_jitter_nonneg,10.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.91827,5.03128,4.78578,0.25976,0.00327,,
qwen,itl_jitter_nonneg,10.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.91827,5.03128,4.78578,0.25976,0.00327,,
qwen,itl_jitter_nonneg,10.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,4.91827,5.03128,4.78578,0.25976,0.00327,,
qwen,itl_jitter_nonneg,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.62599,11.95168,13.33939,0.61648,0.00906,,
qwen,itl_jitter_nonneg,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.62599,11.95168,13.33939,0.61648,0.00906,,
qwen,itl_jitter_nonneg,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.62599,11.95168,13.33939,0.61648,0.00906,,
qwen,itl_jitter_nonneg,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.62599,11.95168,13.33939,0.61648,0.00906,,
qwen,itl_jitter_nonneg,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.23105,24.73304,25.64289,1.27706,0.01743,,
qwen,itl_jitter_nonneg,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.23105,24.73304,25.64289,1.27706,0.01743,,
qwen,itl_jitter_nonneg,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.23105,24.73304,25.64289,1.27706,0.01743,,
qwen,itl_jitter_nonneg,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.23105,24.73304,25.64289,1.27706,0.01743,,
qwen,itl_jitter_nonneg,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,48.99314,48.31714,49.61960,2.48507,0.03362,,
qwen,itl_jitter_nonneg,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,48.99314,48.31714,49.61960,2.48507,0.03362,,
qwen,itl_jitter_nonneg,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,48.99314,48.31714,49.61960,2.48507,0.03362,,
qwen,itl_jitter_nonneg,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,48.99314,48.31714,49.61960,2.48507,0.03362,,
qwen,itl_jitter_nonneg,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,100.93669,104.54187,98.17571,5.39728,0.06671,,
qwen,itl_jitter_nonneg,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,100.93669,104.54187,98.17571,5.39728,0.06671,,
qwen,itl_jitter_nonneg,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,100.93669,104.54187,98.17571,5.39728,0.06671,,
qwen,itl_jitter_nonneg,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,100.93669,104.54187,98.17571,5.39728,0.06671,,
qwen,itl_jitter_nonneg,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,200.22115,192.07557,209.38739,9.96130,0.14249,,
qwen,itl_jitter_nonneg,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,200.22115,192.07557,209.38739,9.96130,0.14249,,
qwen,itl_jitter_nonneg,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,200.22115,192.07557,209.38739,9.96130,0.14249,,
qwen,itl_jitter_nonneg,400.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,200.22115,192.07557,209.38739,9.96130,0.14249,,
qwen,itl_jitter_nonneg,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,404.65296,401.56724,410.75864,20.82934,0.27858,,
qwen,itl_jitter_nonneg,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,404.65296,401.56724,410.75864,20.82934,0.27858,,
qwen,itl_jitter_nonneg,800.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,404.65296,401.56724,410.75864,20.82934,0.27858,,
qwen,itl_jitter_nonneg,800.00000,frozen,RandomForest,core,0.95583,0.01230,1.00000,0.00000,0.95583,5,2,120.00000,120.00000,404.65296,401.56724,410.75864,20.82934,0.27858,,
qwen,itl_jitter_sym,5.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.04633,-0.08543,0.00992,-0.00410,0.00001,,
qwen,itl_jitter_sym,5.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.04633,-0.08543,0.00992,-0.00410,0.00001,,
qwen,itl_jitter_sym,5.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.04633,-0.08543,0.00992,-0.00410,0.00001,,
qwen,itl_jitter_sym,5.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.04633,-0.08543,0.00992,-0.00410,0.00001,,
qwen,itl_jitter_sym,10.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11052,-0.49970,0.13638,-0.02581,0.00009,,
qwen,itl_jitter_sym,10.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11052,-0.49970,0.13638,-0.02581,0.00009,,
qwen,itl_jitter_sym,10.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11052,-0.49970,0.13638,-0.02581,0.00009,,
qwen,itl_jitter_sym,10.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11052,-0.49970,0.13638,-0.02581,0.00009,,
qwen,itl_jitter_sym,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.13603,-0.20598,0.01610,-0.01035,0.00001,,
qwen,itl_jitter_sym,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.13603,-0.20598,0.01610,-0.01035,0.00001,,
qwen,itl_jitter_sym,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.13603,-0.20598,0.01610,-0.01035,0.00001,,
qwen,itl_jitter_sym,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.13603,-0.20598,0.01610,-0.01035,0.00001,,
qwen,itl_jitter_sym,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.24355,-1.89822,1.71105,-0.09693,0.00116,,
qwen,itl_jitter_sym,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.24355,-1.89822,1.71105,-0.09693,0.00116,,
qwen,itl_jitter_sym,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.24355,-1.89822,1.71105,-0.09693,0.00116,,
qwen,itl_jitter_sym,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.24355,-1.89822,1.71105,-0.09693,0.00116,,
qwen,itl_jitter_sym,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.24594,4.58525,2.10515,0.23614,0.00142,,
qwen,itl_jitter_sym,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.24594,4.58525,2.10515,0.23614,0.00142,,
qwen,itl_jitter_sym,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.24594,4.58525,2.10515,0.23614,0.00142,,
qwen,itl_jitter_sym,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.24594,4.58525,2.10515,0.23614,0.00142,,
qwen,itl_jitter_sym,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,1.27763,-0.75591,2.17171,-0.04477,0.00147,,
qwen,itl_jitter_sym,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,1.27763,-0.75591,2.17171,-0.04477,0.00147,,
qwen,itl_jitter_sym,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,1.27763,-0.75591,2.17171,-0.04477,0.00147,,
qwen,itl_jitter_sym,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,1.27763,-0.75591,2.17171,-0.04477,0.00147,,
qwen,itl_jitter_sym,400.00000,adaptive,LogReg,core,0.99500,0.00264,0.99997,0.00005,0.99500,5,2,120.00000,120.00000,8.44690,-0.99690,12.71732,-0.05312,0.00866,,
qwen,itl_jitter_sym,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,8.44690,-0.99690,12.71732,-0.05312,0.00866,,
qwen,itl_jitter_sym,400.00000,frozen,LogReg,core,0.97750,0.00527,0.99826,0.00118,0.97750,5,2,120.00000,120.00000,8.44690,-0.99690,12.71732,-0.05312,0.00866,,
qwen,itl_jitter_sym,400.00000,frozen,RandomForest,core,0.96333,0.01017,0.99870,0.00077,0.96333,5,2,120.00000,120.00000,8.44690,-0.99690,12.71732,-0.05312,0.00866,,
qwen,itl_jitter_sym,800.00000,adaptive,LogReg,core,0.99667,0.00430,1.00000,0.00000,0.99667,5,2,120.00000,120.00000,-9.95794,5.27368,-26.70767,0.27129,-0.01806,,
qwen,itl_jitter_sym,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-9.95794,5.27368,-26.70767,0.27129,-0.01806,,
qwen,itl_jitter_sym,800.00000,frozen,LogReg,core,0.85542,0.01746,0.93891,0.00957,0.85542,5,2,120.00000,120.00000,-9.95794,5.27368,-26.70767,0.27129,-0.01806,,
qwen,itl_jitter_sym,800.00000,frozen,RandomForest,core,0.82500,0.01843,0.96901,0.00612,0.82500,5,2,120.00000,120.00000,-9.95794,5.27368,-26.70767,0.27129,-0.01806,,
qwen,low_to_high_median,0.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_median,0.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_median,0.00000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_median,0.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_q25,0.25000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,721.24550,1442.49100,0.00000,74.97607,0.00000,1442.34779,0.40515
qwen,low_to_high_q25,0.25000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,721.24550,1442.49100,0.00000,74.97607,0.00000,1442.34779,0.40515
qwen,low_to_high_q25,0.25000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,721.24550,1442.49100,0.00000,74.97607,0.00000,1442.34779,0.40515
qwen,low_to_high_q25,0.25000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,721.24550,1442.49100,0.00000,74.97607,0.00000,1442.34779,0.40515
qwen,low_to_high_q50,0.50000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_q50,0.50000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_q50,0.50000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_q50,0.50000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,723.86126,1447.72251,0.00000,75.24799,0.00000,1447.71427,0.01532
qwen,low_to_high_q75,0.75000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,728.42515,1456.85031,0.00000,75.72242,0.00000,1456.83826,0.02665
qwen,low_to_high_q75,0.75000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,728.42515,1456.85031,0.00000,75.72242,0.00000,1456.83826,0.02665
qwen,low_to_high_q75,0.75000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,728.42515,1456.85031,0.00000,75.72242,0.00000,1456.83826,0.02665
qwen,low_to_high_q75,0.75000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,728.42515,1456.85031,0.00000,75.72242,0.00000,1456.83826,0.02665
qwen,low_to_high_q90,0.90000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,731.87376,1463.74752,0.00000,76.08092,0.00000,1463.74273,0.01266
qwen,low_to_high_q90,0.90000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,731.87376,1463.74752,0.00000,76.08092,0.00000,1463.74273,0.01266
qwen,low_to_high_q90,0.90000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,731.87376,1463.74752,0.00000,76.08092,0.00000,1463.74273,0.01266
qwen,low_to_high_q90,0.90000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,731.87376,1463.74752,0.00000,76.08092,0.00000,1463.74273,0.01266
qwen,none,0.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,none,0.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,none,0.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,none,0.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
qwen,ttft_const_pad,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,25.00000,25.00000,25.00000,0.40946,0.00555,,
qwen,ttft_const_pad,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,50.00000,50.00000,50.00000,0.81892,0.01110,,
qwen,ttft_const_pad,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
qwen,ttft_const_pad,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
qwen,ttft_const_pad,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,100.00000,100.00000,100.00000,1.63785,0.02220,,
