dataset,defense,defense_param,jitter_rep,attacker_type,classifier,featureset,split_id,balanced_accuracy,auroc,accuracy,n_train,n_test,n_low_test,n_high_test,overhead_median_ms_all,overhead_median_ms_low,overhead_median_ms_high,relative_overhead_low,relative_overhead_high,effective_pad
llama,low_to_high_q25,0.25000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,671.55237,1343.10475,0.00000,66.48652,0.00000,1343.11262
llama,low_to_high_q25,0.25000,0,frozen,LogReg,core,4,0.50000,0.83333,0.50000,960,240,120,120,671.55237,1343.10475,0.00000,66.48652,0.00000,1343.11262
llama,low_to_high_q25,0.25000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,671.55237,1343.10475,0.00000,66.48652,0.00000,1343.11262
llama,low_to_high_q25,0.25000,0,frozen,RandomForest,core,4,0.50000,1.00000,0.50000,960,240,120,120,671.55237,1343.10475,0.00000,66.48652,0.00000,1343.11262
llama,low_to_high_q50,0.50000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46178
llama,low_to_high_q50,0.50000,0,frozen,LogReg,core,0,0.50000,0.83333,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46178
llama,low_to_high_q50,0.50000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46178
llama,low_to_high_q50,0.50000,0,frozen,RandomForest,core,0,0.50000,1.00000,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46178
llama,low_to_high_q50,0.50000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46088
llama,low_to_high_q50,0.50000,0,frozen,LogReg,core,1,0.50000,0.83333,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46088
llama,low_to_high_q50,0.50000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46088
llama,low_to_high_q50,0.50000,0,frozen,RandomForest,core,1,0.50000,1.00000,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46088
llama,low_to_high_q50,0.50000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.38400
llama,low_to_high_q50,0.50000,0,frozen,LogReg,core,2,0.50000,0.83333,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.38400
llama,low_to_high_q50,0.50000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.38400
llama,low_to_high_q50,0.50000,0,frozen,RandomForest,core,2,0.50000,1.00000,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.38400
llama,low_to_high_q50,0.50000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.45889
llama,low_to_high_q50,0.50000,0,frozen,LogReg,core,3,0.50000,0.83333,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.45889
llama,low_to_high_q50,0.50000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.45889
llama,low_to_high_q50,0.50000,0,frozen,RandomForest,core,3,0.50000,1.00000,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.45889
llama,low_to_high_q50,0.50000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46065
llama,low_to_high_q50,0.50000,0,frozen,LogReg,core,4,0.50000,0.83333,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46065
llama,low_to_high_q50,0.50000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46065
llama,low_to_high_q50,0.50000,0,frozen,RandomForest,core,4,0.50000,1.00000,0.50000,960,240,120,120,678.22729,1356.45457,0.00000,67.14737,0.00000,1356.46065
llama,low_to_high_q75,0.75000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65216
llama,low_to_high_q75,0.75000,0,frozen,LogReg,core,0,0.50000,0.83333,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65216
llama,low_to_high_q75,0.75000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65216
llama,low_to_high_q75,0.75000,0,frozen,RandomForest,core,0,0.50000,1.00000,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65216
llama,low_to_high_q75,0.75000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65565
llama,low_to_high_q75,0.75000,0,frozen,LogReg,core,1,0.50000,0.83333,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65565
llama,low_to_high_q75,0.75000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65565
llama,low_to_high_q75,0.75000,0,frozen,RandomForest,core,1,0.50000,1.00000,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.65565
llama,low_to_high_q75,0.75000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67245
llama,low_to_high_q75,0.75000,0,frozen,LogReg,core,2,0.50000,0.83333,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67245
llama,low_to_high_q75,0.75000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67245
llama,low_to_high_q75,0.75000,0,frozen,RandomForest,core,2,0.50000,1.00000,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67245
llama,low_to_high_q75,0.75000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67076
llama,low_to_high_q75,0.75000,0,frozen,LogReg,core,3,0.50000,0.83333,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67076
llama,low_to_high_q75,0.75000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67076
llama,low_to_high_q75,0.75000,0,frozen,RandomForest,core,3,0.50000,1.00000,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.67076
llama,low_to_high_q75,0.75000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.66837
llama,low_to_high_q75,0.75000,0,frozen,LogReg,core,4,0.50000,0.83333,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.66837
llama,low_to_high_q75,0.75000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.66837
llama,low_to_high_q75,0.75000,0,frozen,RandomForest,core,4,0.50000,1.00000,0.50000,960,240,120,120,682.32921,1364.65842,0.00000,67.55348,0.00000,1364.66837
llama,low_to_high_q90,0.90000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.35374
llama,low_to_high_q90,0.90000,0,frozen,LogReg,core,0,0.50000,0.83333,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.35374
llama,low_to_high_q90,0.90000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.35374
llama,low_to_high_q90,0.90000,0,frozen,RandomForest,core,0,0.50000,1.00000,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.35374
llama,low_to_high_q90,0.90000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.15161
llama,low_to_high_q90,0.90000,0,frozen,LogReg,core,1,0.50000,0.83333,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.15161
llama,low_to_high_q90,0.90000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.15161
llama,low_to_high_q90,0.90000,0,frozen,RandomForest,core,1,0.50000,1.00000,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.15161
llama,low_to_high_q90,0.90000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.19017
llama,low_to_high_q90,0.90000,0,frozen,LogReg,core,2,0.50000,0.83333,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.19017
llama,low_to_high_q90,0.90000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.19017
llama,low_to_high_q90,0.90000,0,frozen,RandomForest,core,2,0.50000,1.00000,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.19017
llama,low_to_high_q90,0.90000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18848
llama,low_to_high_q90,0.90000,0,frozen,LogReg,core,3,0.50000,0.83333,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18848
llama,low_to_high_q90,0.90000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18848
llama,low_to_high_q90,0.90000,0,frozen,RandomForest,core,3,0.50000,1.00000,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18848
llama,low_to_high_q90,0.90000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18610
llama,low_to_high_q90,0.90000,0,frozen,LogReg,core,4,0.50000,0.83333,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18610
llama,low_to_high_q90,0.90000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18610
llama,low_to_high_q90,0.90000,0,frozen,RandomForest,core,4,0.50000,1.00000,0.50000,960,240,120,120,690.60241,1381.20483,0.00000,68.37256,0.00000,1381.18610
qwen,none,0.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,none,0.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,0.00000,0.00000,0.00000,0.00000,0.00000,
qwen,ttft_const_pad,25.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,25.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,25.00000,25.00000,25.00000,0.40946,0.00555,
qwen,ttft_const_pad,50.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,50.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,50.00000,50.00000,50.00000,0.81892,0.01110,
qwen,ttft_const_pad,100.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,100.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,100.00000,100.00000,100.00000,1.63785,0.02220,
qwen,ttft_const_pad,200.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
qwen,ttft_const_pad,200.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,200.00000,200.00000,200.00000,3.27569,0.04439,
