dataset,offload_gb,label,run_concurrency,run_id,request_idx,source_file,model_name,input_len,target_output_len,actual_output_len,ttft_ms,itl_count,itl_mean_ms,itl_median_ms,itl_std_ms,itl_min_ms,itl_max_ms,itl_p95_ms,itl_p99_ms,decode_time_ms,e2el_ms
llama,0,0,12,1,19,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run1.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,63.577728000382194,64,20.610002484374945,20.948393999788095,2.6272236470800747,0.009890000001178123,22.455631000411813,21.196488050281914,22.16889657995125,1319.0401589999965,1382.6178870003787
llama,0,0,12,2,0,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,40.612100001453655,64,21.96067953124725,22.322300000269024,2.9389254879661006,0.013280998246045783,27.280279999104096,23.003509300633596,24.73880267025378,1405.483489999824,1446.0955900012777
llama,0,0,12,2,1,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,85.29420100057905,64,22.013539234365,22.3384700002498,2.8332975306567736,0.0037999998312443495,24.895563999962178,22.99688899947796,23.79260598971086,1408.86651099936,1494.160711999939
llama,0,0,12,2,2,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,84.89442100108135,64,22.01263904686357,22.338409500662237,2.832150654705995,0.0046099994506221265,24.85118299955502,22.991946850470413,23.778819050639864,1408.8088989992684,1493.7033200003498
llama,0,0,12,2,3,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,84.68576499944902,64,22.013234062512765,22.3359054998582,2.830208823550976,0.015420000636368059,24.794282000584644,23.07892320004612,23.81399443998816,1408.846980000817,1493.532745000266
llama,0,0,12,2,4,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,84.88419999957841,64,22.01405675000956,22.340115499901003,2.834393697986719,0.0034700005926424637,24.927354999817908,23.037919350645097,23.810152060377728,1408.8996320006117,1493.7838320001902
llama,0,0,12,2,5,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,84.31516500058933,64,22.013500953136145,22.33885450004891,2.8334486329627557,0.0035399989428697154,24.912215001677396,23.036224850511644,23.80004639142498,1408.8640610007133,1493.1792260013026
llama,0,0,12,2,6,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,84.12510000016482,64,22.013235312499546,22.32459550123167,2.8313919733509887,0.0037400004657683894,24.83301299980667,23.03534204902462,23.837869410181153,1408.847059999971,1492.9721600001358
llama,0,0,12,2,7,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,83.86665299985907,64,22.006591703132017,22.33524000075704,2.8226301156717826,0.00867000017024111,24.417841999820666,23.035000498930458,23.63632447999407,1408.421869000449,1492.2885220003081
llama,0,0,12,2,8,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,84.13106999978481,64,22.012556234386693,22.33586500005913,2.8325851166877336,0.0031800009310245514,24.868743999832077,23.03253934942404,23.78370949083546,1408.8035990007484,1492.9346690005332
llama,0,0,12,2,9,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,83.43818100001954,64,22.013012499996876,22.32018450013129,2.8309741933100834,0.004279998393030837,24.81522200105246,23.031628700300644,23.829781039949008,1408.8327999998,1492.2709809998196
llama,0,0,12,2,10,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,83.29719699941052,64,22.01287328125545,22.338384999784466,2.830120261888717,0.004850000550504774,24.769400999502977,23.07734185069421,23.850231000033087,1408.823890000349,1492.1210869997594
llama,0,0,12,2,11,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,83.4978629991383,64,22.01374923438948,22.33942500060948,2.8339716335561387,0.004340001396485604,24.927234999267966,23.03559534921078,23.808349959854237,1408.8799510009267,1492.377814000065
llama,0,0,12,2,12,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,66.23597399993741,64,20.64350989061836,20.933381500071846,2.7451163313920617,0.007650998668395914,27.06879399920581,21.181732050354185,23.83751832947381,1321.1846329995751,1387.4206069995125
llama,0,0,12,2,13,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,64.1994990000967,64,20.59901835937694,20.941912500347826,2.6109075309863,0.007241000275826082,21.89323300081014,21.134630349570216,21.70718896068138,1318.3371750001243,1382.536674000221
llama,0,0,12,2,14,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,63.70487499953015,64,20.60120264061993,20.93332700042083,2.613111661968252,0.004289999196771532,21.904532999542425,21.35757730047771,21.780986849407782,1318.4769689996756,1382.1818439992057
llama,0,0,12,2,15,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,63.750515999345225,64,20.600623250004446,20.933052000145835,2.6134835880817073,0.003961000402341597,21.911903999352944,21.342554149669013,21.816663749541476,1318.4398880002846,1382.1904039996298
llama,0,0,12,2,16,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,63.64432400005171,64,20.60051870313373,20.932991999870865,2.6131170745528185,0.004440000338945538,21.904823001023033,21.360476149493476,21.79249085033007,1318.4331970005587,1382.0775210006104
llama,0,0,12,2,17,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc12_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,63.47813899992616,64,20.60120420313183,20.92695199917216,2.612755731888204,0.0046099994506221265,21.98609599872725,21.14027570005419,21.797834360277193,1318.477069000437,1381.9552080003632
