dataset,offload_gb,label,run_concurrency,run_id,request_idx,source_file,model_name,input_len,target_output_len,actual_output_len,ttft_ms,itl_count,itl_mean_ms,itl_median_ms,itl_std_ms,itl_min_ms,itl_max_ms,itl_p95_ms,itl_p99_ms,decode_time_ms,e2el_ms
llama,0,0,2,2,11,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.84415599980275,64,19.89215214061346,20.209688999784703,2.5122487221265732,0.007019998520263471,20.867129000180284,20.424370350792742,20.854415600551874,1273.0977369992615,1333.9418929990643
llama,0,0,2,2,12,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.19571400085988,64,19.890840546878508,20.21268849966873,2.5235927098974393,0.007479999112547375,21.669427998858737,20.50214485043398,21.032269309089312,1273.0137950002245,1334.2095090010844
llama,0,0,2,2,13,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.954471999342786,64,19.900032937499645,20.214933999341156,2.5121854655181277,0.006490001396741718,20.73790599934,20.5819595513276,20.68386963896046,1273.6021079999773,1335.55657999932
llama,0,0,2,2,14,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.97272899933159,64,19.892458078118125,20.21055899967905,2.508252174773899,0.007601000106660649,20.89825999973982,20.3063025002848,20.574558440021065,1273.11731699956,1334.0900459988916
llama,0,0,2,2,15,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.50360799963528,64,19.900027781261542,20.211293999636837,2.5111103104091264,0.005249999958323315,20.909569999275845,20.297183999628032,20.85179144065478,1273.6017780007387,1334.105386000374
llama,0,0,2,2,16,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.17659400115372,64,19.89441170312034,20.206978500027617,2.5081964888383115,0.007720000212430023,20.83361800032435,20.341134349928325,20.539956099783012,1273.2423489997018,1334.4189430008555
llama,0,0,2,2,17,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.931247999178595,64,19.88773701563673,20.205567999255436,2.5095338862799927,0.005830001100548543,20.84225799990236,20.298670500415028,20.785367739335925,1272.8151690007508,1333.7464169999294
llama,0,0,2,2,18,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.64947500110429,64,19.891308656241335,20.20559900029184,2.5099344300693285,0.008420000085607171,20.928521000314504,20.32539385063501,20.743497559706157,1273.0437539994455,1334.6932290005498
llama,0,0,2,2,19,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run2.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.00079299924255,64,19.874928906261857,20.204059000207053,2.511911775551108,0.006129999746917747,20.92255999923509,20.30861650027873,20.869953739202174,1271.9954500007589,1333.9962430000014
llama,0,0,2,3,0,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,32.30614200037962,64,19.902278718745947,20.185148000564368,2.511987265448796,0.005500000042957254,20.98103200114565,20.49124485001812,20.72005450103461,1273.7458379997406,1306.0519800001202
llama,0,0,2,3,1,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,32.15746799833141,64,19.899061140648655,20.18590799980302,2.5102685734281,0.008120001439237967,20.765396000570036,20.48884884979998,20.640294380555133,1273.539913001514,1305.6973809998453
llama,0,0,2,3,2,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,30.136561999825062,64,19.89630217187255,20.19267350078735,2.5131721267342106,0.008720000550965779,20.997362000343855,20.476143999985652,20.87476714988952,1273.363338999843,1303.4999009996682
llama,0,0,2,3,3,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,51.02462099966942,64,19.878493640618444,20.17824799986556,2.5109509954578773,0.0053299991122912616,20.811667000089074,20.452428350563423,20.790202900752774,1272.2235929995804,1323.2482139992499
llama,0,0,2,3,4,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,42.815741999220336,64,19.927844296887542,20.215903999996954,2.525297029187038,0.007189999450929463,21.851130999493762,20.558558399534377,21.4192691502285,1275.3820350008027,1318.197777000023
llama,0,0,2,3,5,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,43.465778000609134,64,19.927893671876973,20.213099000102375,2.5263985444742,0.004890000127488747,21.88719200057676,20.62051450011495,21.428686190029108,1275.3851950001263,1318.8509730007354
llama,0,0,2,3,6,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,43.11606000010215,64,19.89081593748665,20.185627999126154,2.531633451048099,0.008549999620299786,22.199098999408307,20.515745848933875,21.567200809586208,1273.0122199991456,1316.1282799992478
llama,0,0,2,3,7,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,64.06613000035577,64,19.87746173438154,20.19017349994101,2.5153501217364527,0.006150999979581684,21.249248000458465,20.501049200993293,21.012129229857237,1272.1575510004186,1336.2236810007744
llama,0,0,2,3,8,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.59204099983617,64,19.900326296891535,20.204803499837,2.515556615724059,0.006090000169933774,21.216187000391074,20.405617699634604,21.052169020531437,1273.6208830010582,1334.2129240008944
llama,0,0,2,3,9,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.012051999772666,64,19.866127093763453,20.205413999974553,2.513464412939827,0.008180999429896474,20.986812000046484,20.329839499936497,20.960849069870164,1271.432134000861,1333.4441860006336
llama,0,0,2,3,10,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.972528999627684,64,19.891009843746588,20.199139000396826,2.522285921383293,0.006840999049018137,21.708938000301714,20.43914984951698,21.088903339641544,1273.0246299997816,1333.9971589994093
llama,0,0,2,3,11,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.441402000331436,64,19.872611781238447,20.200508500238357,2.512719779623835,0.0057010001910384744,20.85478899971349,20.43392654923082,20.79268801067883,1271.8471539992606,1334.288555999592
llama,0,0,2,3,12,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.85329599955003,64,19.89790187499807,20.202693499413726,2.5108106105786123,0.0071710001066094264,20.688124001026154,20.595961550225184,20.68216483015931,1273.4657199998765,1334.3190159994265
llama,0,0,2,3,13,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.3048289999133,64,19.880064281238674,20.203973499519634,2.512798470511099,0.0047909998102113605,20.88783900035196,20.586826799717524,20.774695410218555,1272.3241139992751,1334.6289429991884
llama,0,0,2,3,14,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.96341900047264,64,19.90221478123999,20.20512899980531,2.5150974962111605,0.0060799993661930785,21.17411599829211,20.28768950040103,21.130027970139054,1273.7417459993594,1334.705164999832
llama,0,0,2,3,15,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,63.06959700123116,64,19.8897951249819,20.20783850002772,2.513008236380033,0.005939999027759768,21.118205000675516,20.276255150292855,20.857492100058153,1272.9468879988417,1336.0164850000729
llama,0,0,2,3,16,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.786424999605515,64,19.895501796867165,20.201378500132705,2.519304626308471,0.0061800001276424155,21.63986599953205,20.439866999822698,21.029426870245512,1273.3121149994986,1334.098539999104
llama,0,0,2,3,17,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.14221300049394,64,19.875245234374006,20.203053999466647,2.5115415924532924,0.005039999450673349,20.84509799897205,20.424227049898036,20.737390680078533,1272.0156949999364,1333.1579080004303
llama,0,0,2,3,18,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.8925980013737,64,19.899929390618354,20.208849000482587,2.5105734119893723,0.006009999196976423,20.817818000068655,20.49000124925442,20.726667080271,1273.5954809995746,1334.4880790009483
llama,0,0,2,3,19,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run3.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.24059800115356,64,19.877699203107113,20.209693499964487,2.5121020362645266,0.004999999873689376,20.818107999730273,20.28544700006023,20.77110243948482,1272.1727489988552,1334.4133470000088
llama,0,0,2,4,0,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,31.18977600024664,64,19.89670710938185,20.21121400048287,2.5152585392811884,0.009020001016324386,21.377831000791048,20.39855705015725,20.941703419939586,1273.3892550004384,1304.579031000685
llama,0,0,2,4,1,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,31.10679400015215,64,19.903875859370146,20.21304899972165,2.5187703982830576,0.0054199990699999034,21.380710999437724,20.404050050001388,21.204923989989766,1273.8480549996893,1304.9548489998415
llama,0,0,2,4,2,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,51.5124220000871,64,19.90830096875129,20.194263500343368,2.5185194410915215,0.005510000846697949,21.363931000450975,20.685024351132597,21.040601140812214,1274.1312620000826,1325.6436840001697
llama,0,0,2,4,3,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,30.04685999985668,64,19.919115109388486,20.196712999677402,2.5218268064934337,0.007210001058410853,21.35491999979422,20.697327700054302,21.277100509105367,1274.823367000863,1304.8702270007198
llama,0,0,2,4,4,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,42.620668000381556,64,19.90330535937801,20.20889349932986,2.5189696396372616,0.008999999408842996,21.72139899994363,20.465502850947814,21.03986185022222,1273.8115430001926,1316.4322110005742
llama,0,0,2,4,5,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,64.0301189996535,64,19.885885437503248,20.202753000376106,2.5143794746557773,0.006439999197027646,20.874849000392715,20.48659950014553,20.83934723996208,1272.6966680002079,1336.7267869998614
llama,0,0,2,4,6,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.69531299908704,64,19.898666046884728,20.202243500534678,2.5106837257046286,0.006620000931434333,20.77732600082527,20.502729049985646,20.667615909333108,1273.5146270006226,1334.2099399997096
llama,0,0,2,4,7,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.353187998975045,64,19.896791312504547,20.202034000249114,2.5128080048159864,0.005710000550607219,21.032811999248224,20.519665750452987,20.85174621975966,1273.394644000291,1334.747831999266
llama,0,0,2,4,8,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.10810200152628,64,19.891176796875243,20.20407349937159,2.510088314413325,0.01041999894368928,20.885198999167187,20.315340501292667,20.876322299645835,1273.0353150000155,1334.1434170015418
llama,0,0,2,4,9,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.687572999086115,64,19.878514781254353,20.199614000375732,2.509201668997566,0.006059999577701092,20.864119000179926,20.302440650175413,20.794458009731898,1272.2249460002786,1332.9125189993647
llama,0,0,2,4,10,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.28577599884011,64,19.88996942188237,20.201203499709663,2.51916878574355,0.008320001143147238,21.523903000343125,20.370805851234763,21.05591632007417,1272.9580430004717,1334.2438189993118
llama,0,0,2,4,11,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.16979700002412,64,19.90516257814079,20.200873499561567,2.5116376068761386,0.00670000008540228,20.9237100007158,20.388440000169794,20.837530409626197,1273.9304050010105,1336.1002020010346
llama,0,0,2,4,12,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.20074399950681,64,19.916024406256838,20.210058500197192,2.5149105495175226,0.00847000046633184,21.414201000879984,20.417378699221445,20.90899832968716,1274.6255620004376,1335.8263059999445
llama,0,0,2,4,13,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.64711100043496,64,19.925057109389854,20.20930349954142,2.5179978135205974,0.006320000466075726,21.42531200115627,20.622979849213152,21.047403981137904,1275.2036550009507,1335.8507660013856
llama,0,0,2,4,14,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.83828800021729,64,19.888186562496912,20.200549000037427,2.507931364556161,0.007210001058410853,20.619783999791252,20.37023969942311,20.525445280472923,1272.8439399998024,1334.6822280000197
llama,0,0,2,4,15,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.88117699982831,64,19.901181859381722,20.19861850021698,2.50899312515379,0.006270000085351057,20.64450299985765,20.362687849683425,20.641598700203758,1273.6756390004302,1334.5568160002586
llama,0,0,2,4,16,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.39794900082052,64,19.902152968739983,20.19997349998448,2.5145954117585023,0.008650000381749123,21.509074000277906,20.32960000087769,20.996645230443388,1273.737789999359,1335.1357390001795
llama,0,0,2,4,17,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.76165400008904,64,19.91321807810209,20.200108000608452,2.516803997569034,0.005819998477818444,21.52935400044953,20.333019499958027,20.995668400519204,1274.4459569985338,1335.2076109986228
llama,0,0,2,4,18,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.19907400170632,64,19.894962812486483,20.207718500387273,2.5090082842129737,0.00726999860489741,20.829158000196912,20.39259370058062,20.63809978952122,1273.277619999135,1334.4766940008412
llama,0,0,2,4,19,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run4.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.822845000075176,64,19.875735187497412,20.197648500470677,2.510578699523719,0.00648099921818357,20.829188000789145,20.338084349441488,20.768776041368255,1272.0470519998344,1332.8698969999095
llama,0,0,2,5,0,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,31.223136000335217,64,19.91111454688621,20.202293500005908,2.5149892817576216,0.009180001143249683,21.14536499902897,20.581314349783497,21.036088978962653,1274.3113310007175,1305.5344670010527
llama,0,0,2,5,1,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,31.129103999774088,64,19.914398999986815,20.199853000121948,2.5166679051204173,0.004600000465870835,21.137064999493305,20.575029200426798,21.033830680280516,1274.5215359991562,1305.6506399989303
llama,0,0,2,5,2,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,29.496196999389213,64,19.904582984395347,20.205669000461057,2.51277942028626,0.007120001100702211,21.19018600023992,20.43418434996056,20.80510858040725,1273.8933110013022,1303.3895080006914
llama,0,0,2,5,3,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,50.569650000397814,64,19.887106812490174,20.20095300031244,2.5086317932744557,0.004759998773806728,20.610163001038018,20.43586085055722,20.56617514039317,1272.7748359993711,1323.344485999769
llama,0,0,2,5,4,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,43.29636299917183,64,19.901502125009074,20.208978001392097,2.517214291444548,0.009080000381800346,21.392741000454407,20.45129834987165,21.00749348070167,1273.6961360005807,1316.9924989997526
llama,0,0,2,5,5,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,44.82492799979809,64,19.880215390628564,20.208293999530724,2.5133616665128784,0.005359999704523943,20.897079999485868,20.386520699776156,20.815663209596096,1272.333785000228,1317.1587130000262
llama,0,0,2,5,6,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,43.421787000625045,64,19.894123046867662,20.209297998917464,2.518939360439568,0.007079999704728834,21.742947999882745,20.401769400632475,20.929996630438833,1273.2238749995304,1316.6456620001554
llama,0,0,2,5,7,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,64.3520659996284,64,19.870440624998764,20.1996585001325,2.5099391897979832,0.004600000465870835,20.870188000117196,20.28606099966055,20.614957359393884,1271.708199999921,1336.0602659995493
llama,0,0,2,5,8,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.67347200041695,64,19.895907468765017,20.203053500154056,2.509646929203962,0.007360000381595455,20.799146999706863,20.394084000054136,20.749949039727653,1273.338078000961,1334.011550001378
llama,0,0,2,5,9,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.26276800043706,64,19.89406148436501,20.19977299914899,2.5110162679924315,0.006099999154685065,20.79941700139898,20.41410785050175,20.774091001076158,1273.2199349993607,1335.4827029997978
llama,0,0,2,5,10,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.00489900018147,64,19.902373859366662,20.207238500006497,2.5094778398180275,0.006869999197078869,20.795436999833328,20.34443634975105,20.713919409863593,1273.7519269994664,1334.7568259996478
llama,0,0,2,5,11,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.71639599961054,64,19.89554698437246,20.20578299925546,2.5103429654774168,0.006330001269816421,20.796487000552588,20.29478385029506,20.764948570322304,1273.3150069998374,1335.031402999448
llama,0,0,2,5,12,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.995699001068715,64,19.90387357813006,20.200938500238408,2.5156932042248825,0.006160000339150429,21.22847700047714,20.40881439961595,21.120271980544203,1273.8479090003239,1334.8436080013926
llama,0,0,2,5,13,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,62.315229000887484,64,19.884578453115864,20.192662999761524,2.5124593127867496,0.0056009994295891374,21.07071300088137,20.299536351103598,20.861428259577224,1272.6130209994153,1334.9282500003028
llama,0,0,2,5,14,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.833565999928396,64,19.91930110938256,20.210843499626208,2.5148557802917595,0.006680000296910293,21.34740000110469,20.408691199827445,20.982734580848046,1274.8352710004838,1335.6688370004122
llama,0,0,2,5,15,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.68283499937388,64,19.90617846874443,20.208928000101878,2.513625216026258,0.004879999323748052,21.344789000067976,20.344935999673908,20.888992820946438,1273.9954219996434,1335.6782569990173
llama,0,0,2,5,16,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.88916699991387,64,19.891973765624016,20.20345849905425,2.5108864557266317,0.005010000677430071,20.86531900022237,20.49161820059453,20.68967688981502,1273.086320999937,1333.9754879998509
llama,0,0,2,5,17,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.126221999074914,64,19.901669921864595,20.20614899993234,2.5131826367488537,0.004170000465819612,20.90031999978237,20.50872884965429,20.880701169553504,1273.706874999334,1334.833096998409
llama,0,0,2,5,18,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,61.19062300058431,64,19.895840718760383,20.20888350034511,2.5081226712070857,0.009999999747378752,20.62331300112419,20.45095305011273,20.559026540850027,1273.3338060006645,1334.5244290012488
llama,0,0,2,5,19,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc2_run5.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,60.63040099979844,64,19.879924250005843,20.203123499413778,2.50935134751318,0.0044600001274375245,20.67263400022057,20.32003335043555,20.65172996983165,1272.315152000374,1332.9455530001724
llama,0,0,4,1,0,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run1.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,36.465486000452074,64,20.216036156256223,20.488995000050636,2.578624641176029,0.008709999747225083,23.202402000606526,20.78776235039186,22.15676076013551,1293.8263140003983,1330.2918000008503
llama,0,0,4,1,1,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run1.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,59.494215000086115,64,20.186375781264587,20.500210500358662,2.554916548830258,0.007360000381595455,21.506473000044934,20.75768150107251,21.42134551100753,1291.9280500009336,1351.4222650010197
llama,0,0,4,1,2,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run1.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,59.15904699941166,64,20.1898249218857,20.499690000178816,2.556378473274711,0.0052200011850800365,21.546124000451528,20.858314548877388,21.386509720432514,1292.148795000685,1351.3078420000966
llama,0,0,4,1,3,porto/runs/2026-04-26_lama/base_runs/bench_runs_offload_paper1_rerun_offload0_20260319_092246/offload0_conc4_run1.json,meta-llama/Llama-3.1-8B-Instruct,256,64,64,59.11959600052796,64,20.189905078126458,20.49953000005189,2.5566080683361987,0.004640000042854808,21.54007500030275,20.855603350173624,21.401496420712647,1292.1539250000933,1351.2735210006213
